"genotype" "clonalcolony" "identifier"
"FY4-5" "F2-110323" 17877
"FY4-5" "F2-110323" 17878
"FY4-5" "F2-110323" 17879
"FY4-5" "F2-110323" 17880
"FY4-5" "F2-110323" 17881
"FY4-5" "F2-110323" 17882
"FY4-5" "F2-110323" 17883
"FY4-5" "F2-110323" 17884
"FY4-5" "F2-110323" 17885
"FY4-5" "F2-110323" 17894
"FY4-5" "F2-110323" 17895
"FY4-5" "F2-110323" 17896
"FY4-5" "F2-110323" 17897
"FY4-5" "F2-110323" 17898
"FY4-5" "F2-110323" 17899
"FY4-5" "F2-110323" 17901
"FY4-5" "F2-110323" 17903
"FY4-5" "F2-110323" 17904
"FY4-5" "F2-110323" 17905
"FY4-5" "F2-110323" 17906
"FY4-5" "F2-110323" 17907
"FY4-5" "F2-110323" 17909
"FY4-5" "F2-110323" 17914
"FY4-5" "F2-110323" 17916
"FY4-5" "F2-110323" 17918
"FY4-5" "F2-110323" 17919
"FY4-5" "F2-110323" 17920
"FY4-5" "F2-110323" 17921
"FY4-5" "F2-110323" 17922
"FY4-5" "F2-110323" 17924
"FY4-5" "F2-110323" 17925
"FY4-5" "F2-110323" 17927
"FY4-5" "F2-110323" 17928
"FY4-5" "F2-110323" 17929
"FY4-5" "F2-110323" 17930
"FY4-5" "F2-110323" 17931
"FY4-5" "F2-110323" 17932
"FY4-5" "F2-110323" 17933
"FY4-5" "F2-110323" 17934
"FY4-5" "F2-110323" 17938
"FY4-5" "F2-110323" 17940
"FY4-5" "F2-110323" 17941
"FY4-5" "F2-110323" 17942
"FY4-5" "F2-110323" 17946
"FY4-5" "F2-110323" 17947
"FY4-5" "F2-110323" 17948
"FY4-5" "F2-110323" 17949
"FY4-5" "F2-110323" 17950
"FY4-5" "F2-110323" 17953
"FY4-5" "F2-110323" 17954
"FY4-5" "F2-110323" 17955
"FY4-5" "F2-110323" 17958
"FY4-5" "F2-110323" 17959
"FY4-5" "F2-110323" 17960
"FY4-5" "F2-110323" 17961
"FY4-5" "F2-110323" 17962
"FY4-5" "F2-110323" 17964
"FY4-5" "F2-110323" 17965
"FY4-5" "F2-110323" 17966
"FY4-5" "F2-110323" 17968
"FY4-5" "F2-110323" 17970
"FY4-5" "F2-110323" 17972
"FY4-5" "F2-110323" 17973
"FY4-5" "F2-110323" 17974
"FY4-5" "F2-110323" 17975
"FY4-5" "F2-110323" 17976
"FY4-5" "F2-110323" 17977
"FY4-5" "F2-110323" 17978
"FY4-5" "F2-110323" 17979
"FY4-5" "F2-110323" 17981
"FY4-5" "F2-110323" 17982
"FY4-5" "F2-110323" 17986
"FY4-5" "F2-110323" 17987
"FY4-5" "F2-110323" 17988
"FY4-5" "F2-110323" 17989
"FY4-5" "F2-110323" 17994
"FY4-5" "F2-110323" 17995
"FY4-5" "F2-110323" 17996
"FY4-5" "F2-110323" 17997
"FY4-5" "F2-110323" 17998
"FY4-5" "F2-110323" 17999
"FY4-5" "F2-110323" 18000
"FY4-5" "F2-110323" 18001
"FY4-5" "F2-110323" 18002
"FY4-5" "F2-110323" 18005
"FY4-5" "F2-110323" 18006
"FY4-5" "F2-110323" 18009
"FY4-5" "F2-110323" 18010
"FY4-5" "F2-110323" 18011
"FY4-5" "F2-110323" 18012
"FY4-5" "F2-110323" 18014
"FY4-5" "F2-110323" 18015
"FY4-5" "F2-110323" 18020
"FY4-5" "F2-110323" 18021
"FY4-5" "F2-110323" 18022
"FY4-5" "F2-110323" 18023
"FY4-5" "F2-110323" 18024
"FY4-5" "F2-110323" 18025
"FY4-5" "F2-110323" 18026
"FY4-5" "F2-110323" 18028
"FY4-5" "F2-110323" 18030
"FY4-5" "F2-110323" 18031
"FY4-5" "F2-110323" 18032
"FY4-5" "F2-110323" 18033
"FY4-5" "F2-110323" 18034
"FY4-5" "F2-110323" 18035
"FY4-5" "F2-110323" 18036
"FY4-5" "F2-110323" 18038
"FY4-5" "F2-110323" 18039
"FY4-5" "F2-110323" 18040
"FY4-5" "F2-110323" 18041
"FY4-5" "F2-110323" 18042
"FY4-5" "F2-110323" 18045
"FY4-5" "F2-110323" 18047
"FY4-5" "F2-110323" 18048
"FY4-5" "F2-110323" 18049
"FY4-5" "F2-110323" 18051
"FY4-5" "F2-110323" 18052
"FY4-5" "F2-110323" 18054
"FY4-5" "F2-110323" 18055
"FY4-5" "F2-110323" 18056
"FY4-5" "F2-110323" 18062
"FY4-5" "F2-110323" 18063
"FY4-5" "F2-110323" 18064
"FY4-5" "F2-110323" 18066
"FY4-5" "F2-110323" 18068
"FY4-5" "F2-110323" 18069
"FY4-5" "F2-110323" 18070
"FY4-5" "F2-110323" 18071
"FY4-5" "F2-110323" 18072
"FY4-5" "F2-110323" 18073
"FY4-5" "F2-110323" 18075
"FY4-5" "F2-110323" 18076
"FY4-5" "F2-110323" 18078
"FY4-5" "F2-110323" 18079
"FY4-5" "F2-110323" 18080
"FY4-5" "F2-110323" 18082
"FY4-5" "F2-110323" 18084
"FY4-5" "F2-110323" 18085
"FY4-5" "F2-110323" 18086
"FY4-5" "F2-110323" 18087
"FY4-5" "F2-110323" 18088
"FY4-5" "F2-110323" 18089
"FY4-5" "F2-110323" 18090
"FY4-5" "F2-110323" 18091
"FY4-5" "F2-110323" 18092
"FY4-5" "F2-110323" 18093
"FY4-5" "F2-110323" 18094
"FY4-5" "F2-110323" 18095
"FY4-5" "F2-110323" 18096
"FY4-5" "F2-110323" 18097
"FY4-5" "F2-110323" 18098
"FY4-5" "F2-110323" 18099
"FY4-5" "F2-110323" 18100
"FY4-5" "F2-110323" 18102
"FY4-5" "F2-110323" 18103
"FY4-5" "F2-110323" 18104
"FY4-5" "F2-110323" 18105
"FY4-5" "F2-110323" 18106
"FY4-5" "F2-110323" 18107
"FY4-5" "F2-110323" 18108
"FY4-5" "F2-110323" 18111
"FY4-5" "F2-110323" 18112
"FY4-5" "F2-110323" 18113
"FY4-5" "F2-110323" 18114
"FY4-5" "F2-110323" 18115
"FY4-5" "F2-110323" 18116
"FY4-5" "F2-110323" 18118
"FY4-5" "F2-110323" 18119
"FY4-5" "F2-110323" 18120
"FY4-5" "F2-110323" 18121
"FY4-5" "F2-110323" 18122
"FY4-5" "F2-110323" 18123
"FY4-5" "F2-110323" 18124
"FY4-5" "F2-110323" 18126
"FY4-5" "F2-110323" 18127
"FY4-5" "F2-110323" 18128
"FY4-5" "F2-110323" 18129
"FY4-5" "F2-110323" 18130
"FY4-5" "F2-110323" 18131
"FY4-5" "F2-110323" 18132
"FY4-5" "F2-110323" 18133
"FY4-5" "F2-110323" 18134
"FY4-5" "F2-110323" 18135
"FY4-5" "F2-110323" 18136
"FY4-5" "F2-110323" 18138
"FY4-5" "F2-110323" 18139
"FY4-5" "F2-110323" 18140
"FY4-5" "F2-110323" 18141
"FY4-5" "F2-110323" 18143
"FY4-5" "F2-110323" 18144
"FY4-5" "F2-110323" 18146
"FY4-5" "F2-110323" 18147
"FY4-5" "F2-110323" 18148
"FY4-5" "F2-110323" 18152
"FY4-5" "F2-110323" 18153
"FY4-5" "F2-110323" 18154
"FY4-5" "F2-110323" 18156
"FY4-5" "F2-110323" 18157
"FY4-5" "F2-110323" 18158
"FY4-5" "F2-110323" 18159
"FY4-5" "F2-110323" 18160
"FY4-5" "F2-110323" 18161
"FY4-5" "F2-110323" 18162
"FY4-5" "F2-110323" 18163
"FY4-5" "F2-110323" 18164
"FY4-5" "F2-110323" 18165
"FY4-5" "F2-110323" 18166
"FY4-5" "F2-110323" 18168
"FY4-5" "F2-110323" 18169
"FY4-5" "F2-110323" 18170
"FY4-5" "F2-110323" 18173
"FY4-5" "F2-110323" 18174
"FY4-5" "F2-110323" 18175
"FY4-5" "F2-110323" 18176
"FY4-5" "F2-110323" 18178
"FY4-5" "F2-110323" 18181
"FY4-5" "F2-110323" 18185
"FY4-5" "F2-110323" 18186
"FY4-5" "F2-110323" 18187
"FY4-5" "F2-110323" 18188
"FY4-5" "F2-110323" 18191
"FY4-5" "F2-110323" 18192
"FY4-5" "F2-110323" 18194
"FY4-5" "F2-110323" 18195
"FY4-5" "F2-110323" 18196
"FY4-5" "F2-110323" 18197
"FY4-5" "F2-110323" 18198
"FY4-5" "F2-110323" 18199
"FY4-5" "F2-110323" 18200
"FY4-5" "F2-110323" 18201
"FY4-5" "F2-110323" 18202
"FY4-5" "F2-110323" 18205
"FY4-5" "F2-110323" 18210
"FY4-5" "F2-110323" 18211
"FY4-5" "F2-110323" 18216
"FY4-5" "F2-110323" 18218
"FY4-5" "F2-110323" 18221
"FY4-5" "F2-110323" 18222
"FY4-5" "F2-110323" 18223
"FY4-5" "F2-110323" 18225
"FY4-5" "F2-110323" 18227
"FY4-5" "F2-110323" 18229
"FY4-5" "F2-110323" 18230
"FY4-5" "F2-110323" 18231
"FY4-5" "F2-110323" 18233
"FY4-5" "F2-110323" 18234
"FY4-5" "F2-110323" 18235
"FY4-5" "F2-110323" 18236
"FY4-5" "F2-110323" 18237
"FY4-5" "F2-110323" 18238
"FY4-5" "F2-110323" 18243
"FY4-5" "F2-110323" 18245
"FY4-5" "F2-110323" 18246
"FY4-5" "F2-110323" 18247
"FY4-5" "F2-110323" 18248
"FY4-5" "F2-110323" 18249
"FY4-5" "F2-110323" 18251
"FY4-5" "F2-110323" 18253
"FY4-5" "F2-110323" 18254
"FY4-5" "F2-110323" 18255
"FY4-5" "F2-110323" 18256
"FY4-5" "F2-110323" 18257
"FY4-5" "F2-110323" 18258
"FY4-5" "F2-110323" 18259
"FY4-5" "F2-110323" 18260
"FY4-5" "F2-110323" 18261
"FY4-5" "F2-110323" 18263
"FY4-5" "F2-110323" 18268
"FY4-5" "F2-110323" 18269
"FY4-5" "F2-110323" 18270
"FY4-5" "F2-110323" 18271
"FY4-5" "F2-110323" 18272
"FY4-5" "F2-110323" 18273
"FY4-5" "F2-110323" 18274
"FY4-5" "F2-110323" 18275
"FY4-5" "F2-110323" 18282
"FY4-5" "F2-110323" 18285
"FY4-5" "F2-110323" 18286
"FY4-5" "F2-110323" 18288
"FY4-5" "F2-110323" 18289
"FY4-5" "F2-110323" 18290
"FY4-5" "F2-110323" 18291
"FY4-5" "F2-110323" 18293
"FY4-5" "F2-110323" 18294
"FY4-5" "F2-110323" 18295
"FY4-5" "F2-110323" 18296
"FY4-5" "F2-110323" 18297
"FY4-5" "F2-110323" 18299
"FY4-5" "F2-110323" 18301
"FY4-5" "F2-110323" 18302
"FY4-5" "F2-110323" 18303
"FY4-5" "F2-110323" 18304
"FY4-5" "F2-110323" 18305
"FY4-5" "F2-110323" 18306
"FY4-5" "F2-110323" 18307
"FY4-5" "F2-110323" 18308
"FY4-5" "F2-110323" 18309
"FY4-5" "F2-110323" 18311
"FY4-5" "F2-110323" 18315
"FY4-5" "F2-110323" 18318
"FY4-5" "F2-110323" 18319
"FY4-5" "F2-110323" 18320
"FY4-5" "F2-110323" 18321
"FY4-5" "F2-110323" 18322
"FY4-5" "F2-110323" 18327
"FY4-5" "F2-110323" 18328
"FY4-5" "F2-110323" 18330
"FY4-5" "F2-110323" 18331
"FY4-5" "F2-110323" 18332
"FY4-5" "F2-110323" 18334
"FY4-5" "F2-110323" 18335
"FY4-5" "F2-110323" 18340
"FY4-5" "F2-110323" 18341
"FY4-5" "F2-110323" 18342
"FY4-5" "F2-110323" 18344
"FY4-5" "F2-110323" 18345
"FY4-5" "F2-110323" 18346
"FY4-5" "F2-110323" 18347
"FY4-5" "F2-110323" 18348
"FY4-5" "F2-110323" 18350
"FY4-5" "F2-110323" 18351
"FY4-5" "F2-110323" 18352
"FY4-5" "F2-110323" 18353
"FY4-5" "F2-110323" 18355
"FY4-5" "F2-110323" 18358
"FY4-5" "F2-110323" 18359
"FY4-5" "F2-110323" 18360
"FY4-5" "F2-110323" 18361
"OakBC248" "F3-110323" 18365
"OakBC248" "F3-110323" 18370
"OakBC248" "F3-110323" 18371
"OakBC248" "F3-110323" 18379
"OakBC248" "F3-110323" 18383
"OakBC248" "F3-110323" 18386
"OakBC248" "F3-110323" 18404
"OakBC248" "F3-110323" 18405
"OakBC248" "F3-110323" 18421
"OakBC248" "F3-110323" 18440
"OakBC248" "F3-110323" 18450
"OakBC248" "F3-110323" 18453
"OakBC248" "F3-110323" 18500
"OakBC248" "F3-110323" 18529
"OakBC248" "F3-110323" 18534
"OakBC248" "F3-110323" 18536
"OakBC248" "F3-110323" 18537
"OakBC248" "F3-110323" 18539
"OakBC248" "F3-110323" 18542
"OakBC248" "F3-110323" 18573
"OakBC248" "F3-110323" 18601
"OakBC248" "F4-110323" 18622
"OakBC248" "F4-110323" 18626
"OakBC248" "F4-110323" 18632
"OakBC248" "F4-110323" 18641
"OakBC248" "F4-110323" 18657
"OakBC248" "F4-110323" 18665
"OakBC248" "F4-110323" 18683
"OakBC248" "F4-110323" 18691
"OakBC248" "F4-110323" 18708
"OakBC248" "F4-110323" 18720
"OakBC248" "F4-110323" 18722
"OakBC248" "F4-110323" 18874
"OakBC248" "F4-110323" 19159
"OakBC248" "F4-110323" 19177
"OakBC248" "F4-110323" 19180
"OakBC248" "F4-110323" 19216
"OakBC248" "F4-110323" 19220
"OakBC248" "F4-110323" 19247
"OakBC248" "F4-110323" 19281
"OakBC248" "F4-110323" 19302
"OakBC248" "F4-110323" 19303
"OakBC248" "F4-110323" 19355
"OakBC248" "F4-110323" 19417
"OakBC248" "F4-110323" 19418
"OakBC248" "F4-110323" 19478
"OakBC248" "F4-110323" 19482
"OakBC248" "F4-110323" 19485
"OakBC248" "F4-110323" 19500
"OakBC248" "F4-110323" 19514
"OakBC248" "F4-110323" 19533
"OakBC248" "F4-110323" 19540
"OakBC248" "F4-110323" 19550
"OakBC248" "F4-110323" 19558
"WineBC241" "F7-110323" 21029
"WineBC241" "F7-110323" 21030
"WineBC241" "F7-110323" 21031
"WineBC241" "F7-110323" 21032
"WineBC241" "F7-110323" 21033
"WineBC241" "F7-110323" 21034
"WineBC241" "F7-110323" 21035
"WineBC241" "F7-110323" 21036
"WineBC241" "F7-110323" 21037
"WineBC241" "F7-110323" 21039
"WineBC241" "F7-110323" 21041
"WineBC241" "F7-110323" 21042
"WineBC241" "F7-110323" 21043
"WineBC241" "F7-110323" 21048
"WineBC241" "F7-110323" 21049
"WineBC241" "F7-110323" 21074
"WineBC241" "F7-110323" 21075
"WineBC241" "F7-110323" 21076
"WineBC241" "F7-110323" 21077
"WineBC241" "F7-110323" 21079
"WineBC241" "F7-110323" 21080
"WineBC241" "F7-110323" 21088
"WineBC241" "F7-110323" 21089
"WineBC241" "F7-110323" 21090
"WineBC241" "F7-110323" 21091
"WineBC241" "F7-110323" 21093
"WineBC241" "F7-110323" 21097
"WineBC241" "F7-110323" 21099
"WineBC241" "F7-110323" 21100
"WineBC241" "F7-110323" 21101
"WineBC241" "F7-110323" 21103
"WineBC241" "F7-110323" 21107
"WineBC241" "F7-110323" 21112
"WineBC241" "F7-110323" 21113
"WineBC241" "F7-110323" 21114
"WineBC241" "F7-110323" 21115
"WineBC241" "F7-110323" 21116
"WineBC241" "F7-110323" 21117
"WineBC241" "F7-110323" 21118
"WineBC241" "F7-110323" 21119
"WineBC241" "F7-110323" 21123
"WineBC241" "F7-110323" 21128
"WineBC241" "F7-110323" 21129
"WineBC241" "F7-110323" 21130
"WineBC241" "F7-110323" 21131
"WineBC241" "F7-110323" 21132
"WineBC241" "F7-110323" 21133
"WineBC241" "F7-110323" 21134
"WineBC241" "F7-110323" 21138
"WineBC241" "F7-110323" 21141
"WineBC241" "F7-110323" 21142
"WineBC241" "F7-110323" 21153
"WineBC241" "F7-110323" 21154
"WineBC241" "F7-110323" 21155
"WineBC241" "F7-110323" 21156
"WineBC241" "F7-110323" 21159
"WineBC241" "F7-110323" 21160
"WineBC241" "F7-110323" 21163
"WineBC241" "F7-110323" 21169
"WineBC241" "F7-110323" 21170
"WineBC241" "F7-110323" 21172
"WineBC241" "F7-110323" 21173
"WineBC241" "F7-110323" 21174
"WineBC241" "F7-110323" 21175
"WineBC241" "F7-110323" 21177
"WineBC241" "F7-110323" 21183
"WineBC241" "F7-110323" 21185
"WineBC241" "F7-110323" 21186
"WineBC241" "F7-110323" 21188
"WineBC241" "F7-110323" 21189
"WineBC241" "F7-110323" 21190
"WineBC241" "F7-110323" 21191
"WineBC241" "F7-110323" 21192
"WineBC241" "F7-110323" 21196
"WineBC241" "F7-110323" 21197
"WineBC241" "F7-110323" 21199
"WineBC241" "F7-110323" 21200
"WineBC241" "F7-110323" 21201
"WineBC241" "F7-110323" 21204
"WineBC241" "F7-110323" 21207
"WineBC241" "F7-110323" 21208
"WineBC241" "F7-110323" 21211
"WineBC241" "F7-110323" 21212
"WineBC241" "F7-110323" 21213
"WineBC241" "F7-110323" 21214
"WineBC241" "F7-110323" 21215
"WineBC241" "F7-110323" 21217
"WineBC241" "F7-110323" 21218
"WineBC241" "F7-110323" 21219
"WineBC241" "F7-110323" 21220
"WineBC241" "F7-110323" 21222
"WineBC241" "F7-110323" 21225
"WineBC241" "F7-110323" 21226
"WineBC241" "F7-110323" 21229
"WineBC241" "F7-110323" 21230
"WineBC241" "F7-110323" 21231
"WineBC241" "F7-110323" 21232
"WineBC241" "F7-110323" 21233
"WineBC241" "F7-110323" 21234
"WineBC241" "F7-110323" 21235
"WineBC241" "F7-110323" 21236
"WineBC241" "F7-110323" 21240
"WineBC241" "F7-110323" 21242
"WineBC241" "F7-110323" 21243
"WineBC241" "F7-110323" 21244
"WineBC241" "F7-110323" 21245
"WineBC241" "F7-110323" 21246
"WineBC241" "F7-110323" 21248
"WineBC241" "F7-110323" 21249
"WineBC241" "F7-110323" 21251
"WineBC241" "F7-110323" 21254
"WineBC241" "F7-110323" 21259
"WineBC241" "F7-110323" 21260
"WineBC241" "F7-110323" 21262
"WineBC241" "F7-110323" 21264
"WineBC241" "F7-110323" 21265
"WineBC241" "F7-110323" 21266
"WineBC241" "F7-110323" 21267
"WineBC241" "F7-110323" 21268
"WineBC241" "F7-110323" 21270
"WineBC241" "F7-110323" 21272
"WineBC241" "F7-110323" 21273
"WineBC241" "F7-110323" 21275
"WineBC241" "F7-110323" 21276
"WineBC241" "F7-110323" 21277
"WineBC241" "F7-110323" 21278
"WineBC241" "F7-110323" 21280
"WineBC241" "F7-110323" 21283
"WineBC241" "F7-110323" 21286
"WineBC241" "F7-110323" 21287
"WineBC241" "F7-110323" 21288
"WineBC241" "F7-110323" 21289
"WineBC241" "F7-110323" 21291
"WineBC241" "F7-110323" 21292
"WineBC241" "F7-110323" 21293
"WineBC241" "F7-110323" 21295
"WineBC241" "F7-110323" 21296
"WineBC241" "F7-110323" 21310
"WineBC241" "F7-110323" 21311
"WineBC241" "F7-110323" 21335
"WineBC241" "F7-110323" 21337
"WineBC241" "F7-110323" 21338
"WineBC241" "F7-110323" 21339
"WineBC241" "F7-110323" 21341
"WineBC241" "F7-110323" 21342
"WineBC241" "F7-110323" 21343
"WineBC241" "F7-110323" 21344
"WineBC241" "F7-110323" 21345
"WineBC241" "F7-110323" 21346
"WineBC241" "F7-110323" 21347
"WineBC241" "F7-110323" 21351
"WineBC241" "F7-110323" 21352
"WineBC241" "F7-110323" 21354
"WineBC241" "F7-110323" 21355
"WineBC241" "F7-110323" 21356
"WineBC241" "F7-110323" 21357
"WineBC241" "F7-110323" 21358
"WineBC241" "F7-110323" 21359
"WineBC241" "F7-110323" 21361
"WineBC241" "F7-110323" 21362
"WineBC241" "F7-110323" 21363
"WineBC241" "F7-110323" 21365
"WineBC241" "F7-110323" 21366
"WineBC241" "F7-110323" 21367
"WineBC241" "F7-110323" 21368
"WineBC241" "F7-110323" 21370
"WineBC241" "F7-110323" 21372
"WineBC241" "F7-110323" 21373
"WineBC241" "F7-110323" 21374
"WineBC241" "F7-110323" 21375
"WineBC241" "F7-110323" 21377
"WineBC241" "F7-110323" 21378
"WineBC241" "F7-110323" 21379
"WineBC241" "F7-110323" 21380
"WineBC241" "F7-110323" 21385
"WineBC241" "F7-110323" 21386
"WineBC241" "F7-110323" 21387
"WineBC241" "F7-110323" 21388
"WineBC241" "F7-110323" 21389
"WineBC241" "F7-110323" 21390
"WineBC241" "F7-110323" 21391
"WineBC241" "F7-110323" 21392
"WineBC241" "F7-110323" 21393
"WineBC241" "F7-110323" 21396
"WineBC241" "F7-110323" 21397
"WineBC241" "F7-110323" 21398
"WineBC241" "F7-110323" 21400
"WineBC241" "F7-110323" 21401
"WineBC241" "F7-110323" 21402
"WineBC241" "F7-110323" 21403
"WineBC241" "F7-110323" 21404
"WineBC241" "F7-110323" 21405
"WineBC241" "F7-110323" 21406
"WineBC241" "F7-110323" 21407
"WineBC241" "F7-110323" 21409
"WineBC241" "F7-110323" 21412
"WineBC241" "F7-110323" 21413
"WineBC241" "F7-110323" 21414
"WineBC241" "F7-110323" 21415
"WineBC241" "F7-110323" 21416
"WineBC241" "F7-110323" 21417
"WineBC241" "F7-110323" 21418
"WineBC241" "F7-110323" 21419
"WineBC241" "F7-110323" 21420
"WineBC241" "F7-110323" 21421
"WineBC241" "F7-110323" 21423
"WineBC241" "F7-110323" 21424
"WineBC241" "F7-110323" 21426
"WineBC241" "F7-110323" 21427
"WineBC241" "F7-110323" 21428
"WineBC241" "F7-110323" 21429
"WineBC241" "F7-110323" 21430
"WineBC241" "F7-110323" 21433
"WineBC241" "F7-110323" 21434
"WineBC241" "F7-110323" 21435
"WineBC241" "F7-110323" 21436
"WineBC241" "F7-110323" 21437
"WineBC241" "F7-110323" 21439
"WineBC241" "F7-110323" 21441
"WineBC241" "F7-110323" 21442
"WineBC241" "F7-110323" 21443
"WineBC241" "F7-110323" 21444
"WineBC241" "F7-110323" 21445
"HybBC252" "F8-110323" 21447
"HybBC252" "F8-110323" 21448
"HybBC252" "F8-110323" 21450
"HybBC252" "F8-110323" 21451
"HybBC252" "F8-110323" 21452
"HybBC252" "F8-110323" 21455
"HybBC252" "F8-110323" 21456
"HybBC252" "F8-110323" 21458
"HybBC252" "F8-110323" 21459
"HybBC252" "F8-110323" 21460
"HybBC252" "F8-110323" 21461
"HybBC252" "F8-110323" 21463
"HybBC252" "F8-110323" 21466
"HybBC252" "F8-110323" 21468
"HybBC252" "F8-110323" 21469
"HybBC252" "F8-110323" 21470
"HybBC252" "F8-110323" 21475
"HybBC252" "F8-110323" 21480
"HybBC252" "F8-110323" 21482
"HybBC252" "F8-110323" 21488
"HybBC252" "F8-110323" 21491
"HybBC252" "F8-110323" 21492
"HybBC252" "F8-110323" 21493
"HybBC252" "F8-110323" 21494
"HybBC252" "F8-110323" 21496
"HybBC252" "F8-110323" 21498
"HybBC252" "F8-110323" 21499
"HybBC252" "F8-110323" 21501
"HybBC252" "F8-110323" 21505
"HybBC252" "F8-110323" 21508
"HybBC252" "F8-110323" 21509
"HybBC252" "F8-110323" 21510
"HybBC252" "F8-110323" 21511
"HybBC252" "F8-110323" 21514
"HybBC252" "F8-110323" 21515
"HybBC252" "F8-110323" 21516
"HybBC252" "F8-110323" 21517
"HybBC252" "F8-110323" 21518
"HybBC252" "F8-110323" 21520
"HybBC252" "F8-110323" 21521
"HybBC252" "F8-110323" 21522
"HybBC252" "F8-110323" 21523
"HybBC252" "F8-110323" 21524
"HybBC252" "F8-110323" 21530
"HybBC252" "F8-110323" 21532
"HybBC252" "F8-110323" 21533
"HybBC252" "F8-110323" 21534
"HybBC252" "F8-110323" 21535
"HybBC252" "F8-110323" 21539
"HybBC252" "F8-110323" 21543
"HybBC252" "F8-110323" 21545
"HybBC252" "F8-110323" 21546
"HybBC252" "F8-110323" 21547
"HybBC252" "F8-110323" 21548
"HybBC252" "F8-110323" 21549
"HybBC252" "F8-110323" 21550
"HybBC252" "F8-110323" 21551
"HybBC252" "F8-110323" 21552
"HybBC252" "F8-110323" 21555
"HybBC252" "F8-110323" 21560
"HybBC252" "F8-110323" 21562
"HybBC252" "F8-110323" 21563
"HybBC252" "F8-110323" 21564
"HybBC252" "F8-110323" 21565
"HybBC252" "F8-110323" 21566
"HybBC252" "F8-110323" 21567
"HybBC252" "F8-110323" 21568
"HybBC252" "F8-110323" 21569
"HybBC252" "F8-110323" 21570
"HybBC252" "F8-110323" 21571
"HybBC252" "F8-110323" 21575
"HybBC252" "F8-110323" 21578
"HybBC252" "F8-110323" 21579
"HybBC252" "F8-110323" 21580
"HybBC252" "F8-110323" 21581
"HybBC252" "F8-110323" 21584
"HybBC252" "F8-110323" 21585
"HybBC252" "F8-110323" 21586
"HybBC252" "F8-110323" 21587
"HybBC252" "F8-110323" 21588
"HybBC252" "F8-110323" 21590
"HybBC252" "F8-110323" 21591
"HybBC252" "F8-110323" 21592
"HybBC252" "F8-110323" 21594
"HybBC252" "F8-110323" 21596
"HybBC252" "F8-110323" 21597
"HybBC252" "F8-110323" 21599
"HybBC252" "F8-110323" 21604
"HybBC252" "F8-110323" 21605
"HybBC252" "F8-110323" 21606
"HybBC252" "F8-110323" 21610
"HybBC252" "F8-110323" 21611
"HybBC252" "F8-110323" 21613
"HybBC252" "F8-110323" 21615
"HybBC252" "F8-110323" 21616
"HybBC252" "F8-110323" 21617
"HybBC252" "F8-110323" 21618
"HybBC252" "F8-110323" 21623
"HybBC252" "F8-110323" 21624
"HybBC252" "F8-110323" 21625
"HybBC252" "F8-110323" 21626
"HybBC252" "F8-110323" 21627
"HybBC252" "F8-110323" 21628
"HybBC252" "F8-110323" 21629
"HybBC252" "F8-110323" 21630
"HybBC252" "F8-110323" 21631
"HybBC252" "F8-110323" 21633
"HybBC252" "F8-110323" 21636
"HybBC252" "F8-110323" 21638
"HybBC252" "F8-110323" 21639
"HybBC252" "F8-110323" 21640
"HybBC252" "F8-110323" 21641
"HybBC252" "F8-110323" 21642
"HybBC252" "F8-110323" 21643
"HybBC252" "F8-110323" 21644
"HybBC252" "F8-110323" 21646
"HybBC252" "F8-110323" 21652
"HybBC252" "F8-110323" 21653
"HybBC252" "F8-110323" 21654
"HybBC252" "F8-110323" 21655
"HybBC252" "F8-110323" 21656
"HybBC252" "F8-110323" 21658
"HybBC252" "F8-110323" 21660
"HybBC252" "F8-110323" 21669
"HybBC252" "F8-110323" 21670
"HybBC252" "F8-110323" 21671
"HybBC252" "F8-110323" 21672
"HybBC252" "F8-110323" 21673
"HybBC252" "F8-110323" 21674
"HybBC252" "F8-110323" 21676
"HybBC252" "F8-110323" 21677
"HybBC252" "F8-110323" 21679
"HybBC252" "F8-110323" 21680
"HybBC252" "F8-110323" 21682
"HybBC252" "F8-110323" 21683
"HybBC252" "F8-110323" 21684
"HybBC252" "F8-110323" 21687
"HybBC252" "F8-110323" 21688
"HybBC252" "F8-110323" 21690
"HybBC252" "F8-110323" 21691
"HybBC252" "F8-110323" 21692
"HybBC252" "F8-110323" 21694
"HybBC252" "F8-110323" 21696
"HybBC252" "F8-110323" 21697
"HybBC252" "F8-110323" 21700
"HybBC252" "F8-110323" 21701
"HybBC252" "F8-110323" 21702
"HybBC252" "F8-110323" 21703
"HybBC252" "F8-110323" 21705
"HybBC252" "F8-110323" 21707
"HybBC252" "F8-110323" 21709
"HybBC252" "F8-110323" 21711
"HybBC252" "F8-110323" 21712
"HybBC252" "F8-110323" 21713
"HybBC252" "F8-110323" 21714
"HybBC252" "F8-110323" 21715
"HybBC252" "F8-110323" 21716
"HybBC252" "F8-110323" 21717
"HybBC252" "F8-110323" 21718
"HybBC252" "F8-110323" 21719
"HybBC252" "F8-110323" 21720
"HybBC252" "F8-110323" 21721
"HybBC252" "F8-110323" 21722
"HybBC252" "F8-110323" 21723
"HybBC252" "F8-110323" 21724
"HybBC252" "F8-110323" 21725
"HybBC252" "F8-110323" 21727
"HybBC252" "F8-110323" 21730
"HybBC252" "F8-110323" 21731
"HybBC252" "F8-110323" 21732
