1.321350476000000000e+09	1.300000000000000000e+02	0.000000000000000000e+00	1.860000000000000000e+02	3.100000000000000000e+01	5.300000000000000000e+01	0.000000000000000000e+00	1.620000000000000000e+02	2.900000000000000000e+01	1.350000000000000000e+02	0.000000000000000000e+00	5.900000000000000000e+01	3.700000000000000000e+01	7.100000000000000000e+01	2.480000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	6.200000000000000000e+01	1.000000000000000000e+00	4.000000000000000000e+01	1.570000000000000000e+02	0.000000000000000000e+00	7.200000000000000000e+01	1.180000000000000000e+02	7.200000000000000000e+01	2.410000000000000000e+02	9.800000000000000000e+01	4.400000000000000000e+01	6.300000000000000000e+01	3.520000000000000000e+02	3.710000000000000000e+02	0.000000000000000000e+00	6.300000000000000000e+01	1.080000000000000000e+02	7.600000000000000000e+01	1.580000000000000000e+02	0.000000000000000000e+00	2.180000000000000000e+02	2.520000000000000000e+02	1.510000000000000000e+02	6.400000000000000000e+01	8.000000000000000000e+01	1.800000000000000000e+01	3.210000000000000000e+02	8.100000000000000000e+01	0.000000000000000000e+00	1.750000000000000000e+02	0.000000000000000000e+00	1.030000000000000000e+02	3.300000000000000000e+01	0.000000000000000000e+00	1.800000000000000000e+02	2.900000000000000000e+01	9.000000000000000000e+00	4.060000000000000000e+02	2.080000000000000000e+02	1.200000000000000000e+02	1.720000000000000000e+02	0.000000000000000000e+00	8.200000000000000000e+01	4.500000000000000000e+01
1.321351586000000000e+09	1.010000000000000000e+02	1.100000000000000000e+01	2.580000000000000000e+02	6.600000000000000000e+01	4.400000000000000000e+01	4.500000000000000000e+01	1.240000000000000000e+02	2.700000000000000000e+01	1.610000000000000000e+02	1.300000000000000000e+01	3.900000000000000000e+01	3.200000000000000000e+01	7.800000000000000000e+01	2.880000000000000000e+02	1.500000000000000000e+01	1.000000000000000000e+00	1.000000000000000000e+02	1.100000000000000000e+01	6.100000000000000000e+01	1.430000000000000000e+02	0.000000000000000000e+00	8.000000000000000000e+01	1.040000000000000000e+02	7.700000000000000000e+01	2.440000000000000000e+02	1.020000000000000000e+02	7.200000000000000000e+01	2.700000000000000000e+01	3.250000000000000000e+02	3.430000000000000000e+02	0.000000000000000000e+00	8.900000000000000000e+01	8.200000000000000000e+01	1.270000000000000000e+02	1.400000000000000000e+02	1.130000000000000000e+02	9.100000000000000000e+01	3.040000000000000000e+02	1.420000000000000000e+02	6.000000000000000000e+01	6.000000000000000000e+01	1.700000000000000000e+01	2.830000000000000000e+02	9.700000000000000000e+01	0.000000000000000000e+00	2.020000000000000000e+02	2.800000000000000000e+01	1.550000000000000000e+02	6.600000000000000000e+01	7.000000000000000000e+00	1.530000000000000000e+02	0.000000000000000000e+00	3.800000000000000000e+01	5.120000000000000000e+02	1.520000000000000000e+02	9.500000000000000000e+01	3.220000000000000000e+02	0.000000000000000000e+00	7.900000000000000000e+01	4.300000000000000000e+01
1.321352704000000000e+09	1.150000000000000000e+02	2.100000000000000000e+01	2.240000000000000000e+02	7.700000000000000000e+01	4.400000000000000000e+01	5.000000000000000000e+01	1.700000000000000000e+02	5.400000000000000000e+01	1.650000000000000000e+02	2.200000000000000000e+01	5.800000000000000000e+01	4.100000000000000000e+01	9.500000000000000000e+01	3.310000000000000000e+02	0.000000000000000000e+00	7.000000000000000000e+00	3.800000000000000000e+01	1.000000000000000000e+01	9.300000000000000000e+01	1.390000000000000000e+02	0.000000000000000000e+00	1.410000000000000000e+02	1.250000000000000000e+02	9.200000000000000000e+01	2.300000000000000000e+02	1.080000000000000000e+02	3.500000000000000000e+01	0.000000000000000000e+00	3.810000000000000000e+02	3.520000000000000000e+02	0.000000000000000000e+00	1.090000000000000000e+02	4.600000000000000000e+01	9.600000000000000000e+01	1.180000000000000000e+02	0.000000000000000000e+00	1.060000000000000000e+02	3.100000000000000000e+02	1.150000000000000000e+02	6.600000000000000000e+01	9.300000000000000000e+01	0.000000000000000000e+00	3.190000000000000000e+02	1.070000000000000000e+02	0.000000000000000000e+00	1.610000000000000000e+02	0.000000000000000000e+00	1.870000000000000000e+02	6.400000000000000000e+01	1.000000000000000000e+01	1.770000000000000000e+02	5.300000000000000000e+01	3.100000000000000000e+01	5.760000000000000000e+02	1.550000000000000000e+02	1.180000000000000000e+02	2.630000000000000000e+02	6.000000000000000000e+00	7.100000000000000000e+01	3.100000000000000000e+01
1.321353824000000000e+09	1.160000000000000000e+02	5.400000000000000000e+01	2.300000000000000000e+02	1.070000000000000000e+02	8.300000000000000000e+01	4.100000000000000000e+01	1.990000000000000000e+02	6.400000000000000000e+01	2.460000000000000000e+02	3.300000000000000000e+01	3.500000000000000000e+01	4.300000000000000000e+01	7.900000000000000000e+01	3.000000000000000000e+02	1.700000000000000000e+01	1.300000000000000000e+01	7.200000000000000000e+01	0.000000000000000000e+00	7.700000000000000000e+01	1.460000000000000000e+02	0.000000000000000000e+00	1.230000000000000000e+02	1.350000000000000000e+02	8.900000000000000000e+01	1.440000000000000000e+02	1.110000000000000000e+02	7.900000000000000000e+01	0.000000000000000000e+00	4.900000000000000000e+02	3.630000000000000000e+02	0.000000000000000000e+00	1.040000000000000000e+02	1.020000000000000000e+02	1.400000000000000000e+02	1.740000000000000000e+02	0.000000000000000000e+00	1.210000000000000000e+02	2.720000000000000000e+02	1.500000000000000000e+02	9.100000000000000000e+01	7.100000000000000000e+01	3.200000000000000000e+01	3.530000000000000000e+02	1.130000000000000000e+02	0.000000000000000000e+00	1.900000000000000000e+02	3.000000000000000000e+01	1.470000000000000000e+02	4.000000000000000000e+01	1.400000000000000000e+01	2.030000000000000000e+02	8.200000000000000000e+01	5.300000000000000000e+01	6.630000000000000000e+02	1.750000000000000000e+02	9.100000000000000000e+01	2.130000000000000000e+02	0.000000000000000000e+00	4.000000000000000000e+01	4.100000000000000000e+01
1.321354950000000000e+09	1.220000000000000000e+02	0.000000000000000000e+00	3.030000000000000000e+02	1.000000000000000000e+02	4.200000000000000000e+01	4.100000000000000000e+01	1.760000000000000000e+02	6.600000000000000000e+01	2.360000000000000000e+02	2.500000000000000000e+01	4.900000000000000000e+01	4.900000000000000000e+01	1.110000000000000000e+02	3.700000000000000000e+02	1.200000000000000000e+01	1.900000000000000000e+01	7.500000000000000000e+01	1.500000000000000000e+01	1.070000000000000000e+02	1.600000000000000000e+02	5.700000000000000000e+01	1.640000000000000000e+02	1.550000000000000000e+02	1.100000000000000000e+02	1.260000000000000000e+02	9.600000000000000000e+01	7.400000000000000000e+01	3.900000000000000000e+01	4.530000000000000000e+02	3.700000000000000000e+02	0.000000000000000000e+00	1.230000000000000000e+02	8.800000000000000000e+01	1.120000000000000000e+02	2.520000000000000000e+02	0.000000000000000000e+00	1.970000000000000000e+02	3.250000000000000000e+02	1.980000000000000000e+02	9.300000000000000000e+01	1.440000000000000000e+02	0.000000000000000000e+00	3.850000000000000000e+02	1.140000000000000000e+02	0.000000000000000000e+00	2.430000000000000000e+02	4.700000000000000000e+01	1.890000000000000000e+02	4.300000000000000000e+01	1.700000000000000000e+01	1.980000000000000000e+02	5.900000000000000000e+01	2.800000000000000000e+01	5.070000000000000000e+02	2.620000000000000000e+02	1.020000000000000000e+02	1.930000000000000000e+02	0.000000000000000000e+00	5.000000000000000000e+01	3.700000000000000000e+01
1.321356076000000000e+09	1.660000000000000000e+02	1.800000000000000000e+01	2.500000000000000000e+02	5.000000000000000000e+01	3.200000000000000000e+01	3.800000000000000000e+01	1.830000000000000000e+02	7.300000000000000000e+01	1.990000000000000000e+02	3.400000000000000000e+01	4.600000000000000000e+01	6.200000000000000000e+01	1.230000000000000000e+02	2.910000000000000000e+02	1.000000000000000000e+01	1.300000000000000000e+01	8.200000000000000000e+01	1.600000000000000000e+01	8.000000000000000000e+01	1.360000000000000000e+02	0.000000000000000000e+00	1.250000000000000000e+02	1.310000000000000000e+02	8.500000000000000000e+01	2.590000000000000000e+02	1.350000000000000000e+02	2.900000000000000000e+01	7.800000000000000000e+01	3.680000000000000000e+02	3.320000000000000000e+02	0.000000000000000000e+00	8.900000000000000000e+01	1.110000000000000000e+02	1.110000000000000000e+02	2.420000000000000000e+02	1.410000000000000000e+02	1.350000000000000000e+02	3.320000000000000000e+02	1.380000000000000000e+02	1.240000000000000000e+02	6.500000000000000000e+01	2.100000000000000000e+01	3.260000000000000000e+02	1.180000000000000000e+02	0.000000000000000000e+00	2.150000000000000000e+02	0.000000000000000000e+00	1.840000000000000000e+02	9.800000000000000000e+01	1.500000000000000000e+01	1.850000000000000000e+02	3.300000000000000000e+01	3.900000000000000000e+01	5.600000000000000000e+02	1.630000000000000000e+02	9.300000000000000000e+01	2.390000000000000000e+02	2.300000000000000000e+01	6.800000000000000000e+01	4.300000000000000000e+01
1.321357198000000000e+09	1.540000000000000000e+02	5.900000000000000000e+01	3.600000000000000000e+02	7.800000000000000000e+01	6.700000000000000000e+01	4.600000000000000000e+01	2.460000000000000000e+02	7.800000000000000000e+01	2.460000000000000000e+02	5.000000000000000000e+01	5.900000000000000000e+01	9.200000000000000000e+01	1.200000000000000000e+02	3.540000000000000000e+02	3.200000000000000000e+01	2.000000000000000000e+01	1.120000000000000000e+02	0.000000000000000000e+00	1.020000000000000000e+02	1.820000000000000000e+02	2.600000000000000000e+01	1.200000000000000000e+02	1.370000000000000000e+02	1.090000000000000000e+02	1.620000000000000000e+02	1.260000000000000000e+02	6.900000000000000000e+01	6.700000000000000000e+01	4.250000000000000000e+02	4.230000000000000000e+02	0.000000000000000000e+00	1.450000000000000000e+02	2.480000000000000000e+02	1.280000000000000000e+02	3.130000000000000000e+02	0.000000000000000000e+00	1.900000000000000000e+02	3.490000000000000000e+02	1.710000000000000000e+02	1.230000000000000000e+02	1.860000000000000000e+02	2.500000000000000000e+01	4.230000000000000000e+02	1.750000000000000000e+02	0.000000000000000000e+00	2.540000000000000000e+02	0.000000000000000000e+00	2.650000000000000000e+02	1.630000000000000000e+02	1.900000000000000000e+01	2.260000000000000000e+02	1.050000000000000000e+02	6.100000000000000000e+01	7.010000000000000000e+02	2.040000000000000000e+02	1.360000000000000000e+02	3.220000000000000000e+02	0.000000000000000000e+00	8.800000000000000000e+01	6.600000000000000000e+01
1.321358334000000000e+09	1.760000000000000000e+02	3.400000000000000000e+01	3.680000000000000000e+02	8.700000000000000000e+01	6.300000000000000000e+01	7.400000000000000000e+01	2.140000000000000000e+02	8.600000000000000000e+01	2.660000000000000000e+02	0.000000000000000000e+00	6.900000000000000000e+01	7.300000000000000000e+01	1.370000000000000000e+02	4.400000000000000000e+02	1.400000000000000000e+01	2.000000000000000000e+01	1.200000000000000000e+02	3.800000000000000000e+01	1.270000000000000000e+02	1.840000000000000000e+02	6.200000000000000000e+01	1.600000000000000000e+02	1.810000000000000000e+02	1.190000000000000000e+02	1.610000000000000000e+02	1.300000000000000000e+02	8.500000000000000000e+01	9.900000000000000000e+01	5.140000000000000000e+02	4.480000000000000000e+02	0.000000000000000000e+00	1.060000000000000000e+02	1.290000000000000000e+02	1.360000000000000000e+02	2.650000000000000000e+02	0.000000000000000000e+00	1.240000000000000000e+02	2.430000000000000000e+02	1.940000000000000000e+02	1.510000000000000000e+02	6.600000000000000000e+01	4.700000000000000000e+01	4.630000000000000000e+02	1.600000000000000000e+02	0.000000000000000000e+00	2.690000000000000000e+02	3.400000000000000000e+01	2.180000000000000000e+02	1.720000000000000000e+02	2.000000000000000000e+01	2.190000000000000000e+02	1.700000000000000000e+02	7.300000000000000000e+01	7.660000000000000000e+02	2.800000000000000000e+02	1.510000000000000000e+02	3.420000000000000000e+02	9.000000000000000000e+00	2.250000000000000000e+02	6.400000000000000000e+01
1.321359460000000000e+09	1.770000000000000000e+02	0.000000000000000000e+00	3.660000000000000000e+02	1.130000000000000000e+02	7.100000000000000000e+01	6.800000000000000000e+01	1.800000000000000000e+02	1.000000000000000000e+02	2.920000000000000000e+02	3.700000000000000000e+01	8.100000000000000000e+01	8.700000000000000000e+01	1.320000000000000000e+02	4.350000000000000000e+02	2.300000000000000000e+01	2.300000000000000000e+01	1.120000000000000000e+02	0.000000000000000000e+00	1.430000000000000000e+02	2.110000000000000000e+02	0.000000000000000000e+00	1.710000000000000000e+02	1.590000000000000000e+02	1.370000000000000000e+02	2.040000000000000000e+02	1.670000000000000000e+02	8.700000000000000000e+01	8.500000000000000000e+01	4.020000000000000000e+02	4.190000000000000000e+02	0.000000000000000000e+00	1.550000000000000000e+02	1.240000000000000000e+02	1.820000000000000000e+02	3.530000000000000000e+02	0.000000000000000000e+00	1.450000000000000000e+02	4.400000000000000000e+02	2.080000000000000000e+02	1.560000000000000000e+02	1.830000000000000000e+02	2.400000000000000000e+01	5.170000000000000000e+02	1.600000000000000000e+02	0.000000000000000000e+00	3.210000000000000000e+02	1.080000000000000000e+02	1.590000000000000000e+02	1.060000000000000000e+02	1.900000000000000000e+01	2.530000000000000000e+02	1.840000000000000000e+02	4.600000000000000000e+01	7.260000000000000000e+02	3.020000000000000000e+02	1.930000000000000000e+02	2.890000000000000000e+02	0.000000000000000000e+00	1.210000000000000000e+02	6.800000000000000000e+01
1.321360584000000000e+09	1.580000000000000000e+02	6.500000000000000000e+01	3.380000000000000000e+02	7.700000000000000000e+01	7.300000000000000000e+01	6.400000000000000000e+01	2.060000000000000000e+02	9.600000000000000000e+01	2.870000000000000000e+02	4.700000000000000000e+01	7.600000000000000000e+01	9.200000000000000000e+01	1.220000000000000000e+02	4.750000000000000000e+02	1.500000000000000000e+01	2.400000000000000000e+01	1.000000000000000000e+02	0.000000000000000000e+00	1.350000000000000000e+02	2.120000000000000000e+02	0.000000000000000000e+00	1.380000000000000000e+02	1.600000000000000000e+02	1.120000000000000000e+02	3.000000000000000000e+02	1.500000000000000000e+02	7.000000000000000000e+01	6.400000000000000000e+01	5.740000000000000000e+02	4.840000000000000000e+02	5.100000000000000000e+01	1.070000000000000000e+02	1.520000000000000000e+02	1.570000000000000000e+02	2.770000000000000000e+02	0.000000000000000000e+00	1.740000000000000000e+02	4.940000000000000000e+02	2.230000000000000000e+02	1.310000000000000000e+02	1.540000000000000000e+02	0.000000000000000000e+00	4.970000000000000000e+02	1.830000000000000000e+02	0.000000000000000000e+00	3.180000000000000000e+02	0.000000000000000000e+00	2.280000000000000000e+02	1.590000000000000000e+02	2.000000000000000000e+01	2.520000000000000000e+02	9.900000000000000000e+01	6.100000000000000000e+01	7.060000000000000000e+02	2.630000000000000000e+02	1.260000000000000000e+02	3.960000000000000000e+02	0.000000000000000000e+00	2.230000000000000000e+02	6.500000000000000000e+01
