Culture	Time	TotalArea	Number
R04C03	1321431624.000000	984625.000000	17
R04C03	1321432776.000000	1006221.500000	15
R04C03	1321433950.000000	1025813.000000	8
R04C03	1321435102.000000	1042591.500000	9
R04C03	1321436242.000000	1058844.000000	10
R04C03	1321437384.000000	1073311.000000	9
R04C03	1321438536.000000	1088677.000000	7
R04C03	1321439686.000000	1100258.000000	8
R04C03	1321440842.000000	1136228.000000	4
R04C03	1321442010.000000	1146578.000000	3
R04C03	1321443156.000000	1156813.000000	5
R04C03	1321444306.000000	1149318.000000	3
R04C03	1321445454.000000	1195222.000000	2
R04C03	1321446606.000000	1200414.500000	4
R04C03	1321447762.000000	1205677.500000	3
R04C03	1321448940.000000	1210308.500000	4
R04C03	1321450090.000000	1214260.500000	3
R04C03	1321451238.000000	1219440.500000	3
R04C03	1321452388.000000	1222665.500000	3
R04C03	1321453540.000000	1226004.500000	2
R04C03	1321454690.000000	1392722.500000	1
R04C03	1321455894.000000	1393064.000000	1
R04C03	1321457064.000000	1392979.000000	1
R04C03	1321458236.000000	1393098.500000	1
R04C03	1321459406.000000	1393037.500000	1
R04C03	1321460578.000000	1393189.000000	1
R04C03	1321461748.000000	1393238.500000	1
R03C10	1321349502.000000	14870.000000	226
R03C10	1321350628.000000	14705.500000	213
R03C10	1321351744.000000	14990.500000	216
R03C10	1321352866.000000	16107.500000	204
R03C10	1321353986.000000	16730.500000	204
R03C10	1321355112.000000	17306.500000	212
R03C10	1321356238.000000	18287.500000	205
R03C10	1321357364.000000	20022.500000	212
R03C10	1321358494.000000	18095.000000	216
R03C10	1321359622.000000	19047.500000	209
R03C10	1321360746.000000	20359.000000	205
R03C10	1321361878.000000	19189.500000	214
R03C10	1321363002.000000	20413.000000	225
R03C10	1321364132.000000	23216.000000	208
R03C10	1321365268.000000	24487.000000	200
R03C10	1321366404.000000	23140.500000	208
R03C10	1321367534.000000	24553.500000	207
R03C10	1321368658.000000	27909.500000	191
R03C10	1321369784.000000	29999.500000	205
R03C10	1321370918.000000	30861.000000	203
R03C10	1321372050.000000	33868.000000	199
R03C10	1321373190.000000	35403.500000	192
R03C10	1321374332.000000	37302.500000	191
R03C10	1321375470.000000	36778.000000	203
R03C10	1321376604.000000	38634.500000	201
R03C10	1321377742.000000	41439.500000	197
R03C10	1321378878.000000	45133.500000	205
R03C10	1321380002.000000	50174.000000	192
R03C10	1321381148.000000	50137.500000	202
R03C10	1321382286.000000	54498.500000	200
R03C10	1321383420.000000	58649.000000	206
R03C10	1321384562.000000	63880.500000	188
R03C10	1321385690.000000	68710.000000	189
R03C10	1321386822.000000	69954.500000	196
R03C10	1321387954.000000	79347.500000	191
R03C10	1321389096.000000	83949.500000	195
R03C10	1321390234.000000	85815.000000	199
R03C10	1321391366.000000	96245.500000	191
R03C10	1321392506.000000	104873.500000	188
R03C10	1321393644.000000	110944.500000	181
R03C10	1321394786.000000	119473.500000	174
R03C10	1321395928.000000	128601.500000	173
R03C10	1321397086.000000	137728.500000	178
R03C10	1321398232.000000	148467.000000	174
R03C10	1321399374.000000	158419.500000	169
R03C10	1321400510.000000	174546.500000	158
R03C10	1321401648.000000	184570.000000	163
R03C10	1321402784.000000	188756.000000	140
R03C10	1321403932.000000	215912.500000	148
R03C10	1321405084.000000	228780.000000	142
R03C10	1321406230.000000	247676.500000	155
R03C10	1321407378.000000	262152.500000	145
R03C10	1321408514.000000	285600.500000	136
R03C10	1321409660.000000	306400.500000	129
R03C10	1321410790.000000	326291.500000	121
R03C10	1321411958.000000	348540.500000	122
R03C10	1321413108.000000	368927.500000	114
R03C10	1321414248.000000	392036.500000	104
R03C10	1321415392.000000	415789.500000	117
R03C10	1321416536.000000	441142.500000	116
R03C10	1321417712.000000	471420.000000	111
R03C10	1321418856.000000	497791.000000	95
R03C10	1321420020.000000	529110.000000	92
R03C10	1321421164.000000	560959.000000	88
R03C10	1321422312.000000	586579.500000	86
R03C10	1321423454.000000	618879.500000	83
R03C10	1321424596.000000	659426.500000	65
R03C10	1321425740.000000	689587.500000	55
R03C10	1321426912.000000	717308.000000	52
R03C10	1321428056.000000	748096.000000	60
R03C10	1321429192.000000	799973.500000	50
R03C10	1321430338.000000	807736.500000	50
R03C10	1321431482.000000	847321.000000	51
R03C10	1321432634.000000	871430.000000	42
R03C10	1321433800.000000	917568.000000	32
R03C10	1321434958.000000	939484.500000	38
R03C10	1321436100.000000	958349.000000	28
R03C10	1321437242.000000	975266.000000	25
R03C10	1321438394.000000	996397.000000	24
R03C10	1321439544.000000	1013875.500000	20
R03C10	1321440698.000000	1029854.000000	20
R03C10	1321441868.000000	1044619.500000	18
R03C10	1321443014.000000	1058758.500000	17
R03C10	1321444162.000000	1073553.500000	17
R03C10	1321445312.000000	1107236.000000	16
R03C10	1321446464.000000	1099030.500000	13
R03C10	1321447618.000000	1129038.000000	13
R03C10	1321448796.000000	1122729.500000	12
R03C10	1321449946.000000	1133058.500000	11
R03C10	1321451094.000000	1145297.000000	14
R03C10	1321452242.000000	1165284.000000	10
R03C10	1321453398.000000	1163390.000000	15
R03C10	1321454542.000000	1392720.000000	1
R03C10	1321455748.000000	1392736.000000	1
R03C10	1321456920.000000	1392746.500000	1
R03C10	1321458090.000000	1392744.000000	1
R03C10	1321459262.000000	1392821.000000	1
R03C10	1321460432.000000	1392802.500000	1
R03C10	1321461604.000000	1392819.500000	1
R06C04	1321349906.000000	10095.000000	95
R06C04	1321351030.000000	9547.500000	108
R06C04	1321352144.000000	9411.500000	100
R06C04	1321353266.000000	10212.000000	103
R06C04	1321354388.000000	10354.000000	91
R06C04	1321355516.000000	10599.500000	100
R06C04	1321356640.000000	10992.500000	101
R06C04	1321357772.000000	11565.000000	90
R06C04	1321358898.000000	11237.000000	106
R06C04	1321360024.000000	11593.000000	107
R06C04	1321361152.000000	13626.500000	102
R06C04	1321362280.000000	13636.000000	100
R06C04	1321363404.000000	13873.500000	104
R06C04	1321364536.000000	14874.500000	101
R06C04	1321365680.000000	16122.000000	99
R06C04	1321366810.000000	16850.000000	99
R06C04	1321367938.000000	18100.500000	104
R06C04	1321369062.000000	19317.500000	91
R06C04	1321370194.000000	19634.500000	94
R06C04	1321371324.000000	21778.000000	106
R06C04	1321372456.000000	23527.000000	94
R06C04	1321373604.000000	25410.500000	101
R06C04	1321374740.000000	26656.000000	94
R06C04	1321375874.000000	29375.500000	93
R06C04	1321377012.000000	30675.000000	91
R06C04	1321378150.000000	32220.000000	92
R06C04	1321379280.000000	35074.000000	95
R06C04	1321380408.000000	37338.000000	95
R06C04	1321381562.000000	40679.500000	94
R06C04	1321382692.000000	45068.000000	100
R06C04	1321383830.000000	48755.500000	89
R06C04	1321384968.000000	50943.000000	100
R06C04	1321386098.000000	57798.000000	90
R06C04	1321387230.000000	59768.000000	91
R06C04	1321388356.000000	66319.500000	92
R06C04	1321389502.000000	73714.000000	90
R06C04	1321390638.000000	80117.000000	85
R06C04	1321391774.000000	86785.000000	87
R06C04	1321392914.000000	95216.500000	83
R06C04	1321394050.000000	101975.000000	77
R06C04	1321395192.000000	112782.500000	79
R06C04	1321396340.000000	119271.000000	79
R06C04	1321397492.000000	131557.500000	76
R06C04	1321398640.000000	141507.500000	72
R06C04	1321399776.000000	153341.500000	74
R06C04	1321400914.000000	165836.000000	69
R06C04	1321402052.000000	182704.000000	70
R06C04	1321403190.000000	195197.000000	67
R06C04	1321404350.000000	211174.500000	69
R06C04	1321405490.000000	226459.500000	72
R06C04	1321406636.000000	243279.500000	70
R06C04	1321407778.000000	263380.500000	66
R06C04	1321408920.000000	282914.500000	64
R06C04	1321410060.000000	302773.000000	64
R06C04	1321411194.000000	324385.000000	67
R06C04	1321412364.000000	348531.500000	67
R06C04	1321413508.000000	374160.500000	65
R06C04	1321414654.000000	399053.000000	56
R06C04	1321415796.000000	429814.000000	53
R06C04	1321416940.000000	455950.000000	48
R06C04	1321418114.000000	488176.000000	47
R06C04	1321419280.000000	518167.500000	50
R06C04	1321420424.000000	553010.500000	45
R06C04	1321421568.000000	579285.500000	44
R06C04	1321422716.000000	614927.500000	44
R06C04	1321423858.000000	649371.000000	43
R06C04	1321425000.000000	681303.500000	42
R06C04	1321426148.000000	718004.000000	36
R06C04	1321427318.000000	750055.000000	30
R06C04	1321428456.000000	781582.000000	27
R06C04	1321429596.000000	813603.000000	29
R06C04	1321430742.000000	842926.500000	30
R06C04	1321431888.000000	874823.000000	21
R06C04	1321433040.000000	902839.000000	26
R06C04	1321434214.000000	931009.500000	26
R06C04	1321435364.000000	968320.500000	19
R06C04	1321436506.000000	986068.500000	21
R06C04	1321437648.000000	1012046.000000	19
R06C04	1321438800.000000	1031033.500000	18
R06C04	1321439950.000000	1048492.500000	14
R06C04	1321441126.000000	1067173.000000	16
R06C04	1321442274.000000	989929.500000	15
R06C04	1321443420.000000	1104288.500000	12
R06C04	1321444570.000000	811900.500000	22
R06C04	1321445716.000000	823932.000000	21
R06C04	1321446872.000000	1143127.500000	11
R06C04	1321448038.000000	1151462.500000	14
R06C04	1321449204.000000	1160195.000000	10
R06C04	1321450350.000000	1167483.500000	12
R06C04	1321451500.000000	1174275.500000	10
R06C04	1321452650.000000	1180937.000000	9
R06C04	1321453802.000000	1186240.500000	10
R06C04	1321454968.000000	1392991.500000	1
R06C04	1321456164.000000	1393029.000000	1
R06C04	1321457332.000000	1392986.500000	1
R06C04	1321458506.000000	1392998.500000	1
R06C04	1321459674.000000	1393045.000000	1
R06C04	1321460846.000000	1393040.000000	1
R07C09	1321350046.000000	13219.000000	161
R07C09	1321351168.000000	12007.500000	159
R07C09	1321352284.000000	14503.500000	159
R07C09	1321353404.000000	12692.000000	164
R07C09	1321354528.000000	14274.000000	156
R07C09	1321355654.000000	14927.500000	162
R07C09	1321356778.000000	15747.500000	164
R07C09	1321357912.000000	16679.000000	158
R07C09	1321359038.000000	15665.000000	161
R07C09	1321360164.000000	16636.500000	171
R07C09	1321361292.000000	18150.500000	161
R07C09	1321362418.000000	19457.500000	159
R07C09	1321363542.000000	21286.500000	154
R07C09	1321364676.000000	22329.500000	160
R07C09	1321365818.000000	20660.000000	163
R07C09	1321366950.000000	24252.500000	158
R07C09	1321368078.000000	23222.500000	159
R07C09	1321369200.000000	25256.000000	160
R07C09	1321370334.000000	28476.000000	158
R07C09	1321371464.000000	30104.500000	156
R07C09	1321372596.000000	32554.500000	157
R07C09	1321373744.000000	34233.500000	153
R07C09	1321374882.000000	32987.000000	158
R07C09	1321376014.000000	38539.000000	154
R07C09	1321377152.000000	40633.500000	152
R07C09	1321378292.000000	45398.000000	151
R07C09	1321379420.000000	43911.000000	159
R07C09	1321380550.000000	48096.500000	152
R07C09	1321381702.000000	52869.000000	151
R07C09	1321382832.000000	57426.000000	152
R07C09	1321383970.000000	58213.500000	153
R07C09	1321385108.000000	64256.000000	154
R07C09	1321386236.000000	68781.000000	146
R07C09	1321387370.000000	74292.000000	151
R07C09	1321388498.000000	81466.500000	143
R07C09	1321389642.000000	83235.500000	146
R07C09	1321390778.000000	94434.500000	142
R07C09	1321391914.000000	101263.000000	140
R07C09	1321393054.000000	110127.000000	135
R07C09	1321394192.000000	116919.000000	136
R07C09	1321395332.000000	128283.000000	137
R07C09	1321396484.000000	137019.500000	135
R07C09	1321397634.000000	148053.500000	128
R07C09	1321398780.000000	159641.500000	127
R07C09	1321399914.000000	172122.000000	128
R07C09	1321401052.000000	185269.000000	125
R07C09	1321402190.000000	201337.000000	123
R07C09	1321403330.000000	220627.500000	115
R07C09	1321404488.000000	236180.000000	118
R07C09	1321405628.000000	252485.500000	114
R07C09	1321406776.000000	270801.000000	108
R07C09	1321407916.000000	293716.000000	106
R07C09	1321409062.000000	312991.500000	104
R07C09	1321410198.000000	338920.000000	106
R07C09	1321411338.000000	354798.000000	98
R07C09	1321412502.000000	385684.000000	95
R07C09	1321413646.000000	410828.000000	87
R07C09	1321414794.000000	441497.000000	79
R07C09	1321415936.000000	472318.500000	81
R07C09	1321417082.000000	495044.500000	77
R07C09	1321418252.000000	529401.000000	72
R07C09	1321419418.000000	561386.500000	68
R07C09	1321420564.000000	597121.000000	63
R07C09	1321421708.000000	628177.000000	56
R07C09	1321422856.000000	662517.000000	51
R07C09	1321423996.000000	697642.000000	50
R07C09	1321425140.000000	734823.000000	42
R07C09	1321426292.000000	766036.000000	41
R07C09	1321427456.000000	799291.500000	36
R07C09	1321428594.000000	828918.500000	37
R07C09	1321429738.000000	867966.000000	27
R07C09	1321430882.000000	1018683.500000	15
R07C09	1321432028.000000	1038823.000000	14
R07C09	1321433180.000000	1062580.000000	14
R07C09	1321434354.000000	1079877.500000	12
R07C09	1321435504.000000	1098121.500000	11
R07C09	1321436644.000000	1120431.500000	8
R07C09	1321437788.000000	1131834.000000	8
R07C09	1321438942.000000	1162956.000000	6
R07C09	1321440090.000000	1175100.000000	6
R07C09	1321441266.000000	1190591.000000	7
R07C09	1321442410.000000	1200562.500000	5
R07C09	1321443560.000000	1211389.500000	6
R07C09	1321444708.000000	1220804.000000	4
R07C09	1321445856.000000	1227837.500000	2
R07C09	1321447012.000000	390950.000000	13
R07C09	1321448194.000000	1254475.000000	3
R07C09	1321449344.000000	1260963.000000	2
R07C09	1321450490.000000	1265292.500000	3
R07C09	1321451640.000000	1269839.500000	4
R07C09	1321452792.000000	1273987.000000	6
R07C09	1321453940.000000	1277421.500000	2
R07C09	1321455120.000000	1392612.500000	1
R07C09	1321456306.000000	1392740.000000	1
R07C09	1321457476.000000	1392627.500000	1
R07C09	1321458648.000000	1392669.500000	1
R07C09	1321459816.000000	1392703.000000	1
R07C09	1321460990.000000	1392789.000000	1
R08C10	1321350082.000000	13368.000000	156
R08C10	1321351202.000000	13568.500000	159
R08C10	1321352318.000000	13781.500000	159
R08C10	1321353440.000000	14264.500000	155
R08C10	1321354562.000000	14441.500000	154
R08C10	1321355690.000000	14006.500000	169
R08C10	1321356812.000000	14609.000000	163
R08C10	1321357946.000000	16975.500000	152
R08C10	1321359072.000000	15808.500000	163
R08C10	1321360200.000000	16243.000000	156
R08C10	1321361328.000000	18235.000000	160
R08C10	1321362454.000000	16915.500000	164
R08C10	1321363578.000000	20357.000000	158
R08C10	1321364710.000000	18748.000000	164
R08C10	1321365852.000000	21736.500000	157
R08C10	1321366984.000000	21371.500000	169
R08C10	1321368112.000000	24344.500000	157
R08C10	1321369234.000000	23438.500000	162
R08C10	1321370368.000000	25514.500000	163
R08C10	1321371498.000000	26744.000000	163
R08C10	1321372630.000000	28441.500000	161
R08C10	1321373778.000000	30764.000000	161
R08C10	1321374916.000000	33989.000000	154
R08C10	1321376050.000000	36940.000000	152
R08C10	1321377188.000000	38897.000000	152
R08C10	1321378326.000000	38558.000000	151
R08C10	1321379454.000000	44455.000000	158
R08C10	1321380584.000000	44080.500000	154
R08C10	1321381736.000000	51589.000000	148
R08C10	1321382868.000000	51277.500000	155
R08C10	1321384006.000000	56685.000000	150
R08C10	1321385142.000000	62342.000000	152
R08C10	1321386272.000000	66596.000000	142
R08C10	1321387404.000000	67492.000000	152
R08C10	1321388532.000000	76272.500000	147
R08C10	1321389678.000000	81985.500000	143
R08C10	1321390812.000000	89300.500000	151
R08C10	1321391948.000000	95573.500000	139
R08C10	1321393090.000000	103499.500000	143
R08C10	1321394226.000000	109919.500000	145
R08C10	1321395368.000000	113774.500000	141
R08C10	1321396518.000000	126759.500000	130
R08C10	1321397668.000000	139651.000000	127
R08C10	1321398814.000000	144770.500000	140
R08C10	1321399948.000000	159331.500000	131
R08C10	1321401086.000000	172532.500000	132
R08C10	1321402226.000000	183986.000000	120
R08C10	1321403364.000000	201771.000000	123
R08C10	1321404524.000000	219755.500000	124
R08C10	1321405664.000000	235978.500000	118
R08C10	1321406812.000000	252910.000000	113
R08C10	1321407952.000000	273935.000000	108
R08C10	1321409096.000000	285689.000000	105
R08C10	1321410234.000000	309409.000000	103
R08C10	1321411374.000000	335391.500000	101
R08C10	1321412536.000000	358041.500000	98
R08C10	1321413682.000000	381342.000000	99
R08C10	1321414828.000000	405006.000000	89
R08C10	1321415970.000000	436096.000000	92
R08C10	1321417116.000000	456964.500000	90
R08C10	1321418286.000000	489656.500000	77
R08C10	1321419452.000000	522812.500000	79
R08C10	1321420600.000000	551864.000000	72
R08C10	1321421744.000000	582424.500000	68
R08C10	1321422890.000000	610910.000000	74
R08C10	1321424030.000000	644058.000000	64
R08C10	1321425176.000000	673419.000000	59
R08C10	1321426326.000000	706222.000000	61
R08C10	1321427490.000000	739599.500000	53
R08C10	1321428628.000000	771550.500000	50
R08C10	1321429772.000000	794104.500000	50
R08C10	1321430916.000000	827667.500000	44
R08C10	1321432064.000000	855307.500000	39
R08C10	1321433216.000000	882496.500000	43
R08C10	1321434388.000000	943956.500000	39
R08C10	1321435536.000000	966771.000000	39
R08C10	1321436680.000000	990795.000000	29
R08C10	1321437824.000000	1011160.000000	29
R08C10	1321438976.000000	1029912.000000	28
R08C10	1321440124.000000	1062406.500000	28
R08C10	1321441302.000000	1074592.500000	29
R08C10	1321442446.000000	1092974.500000	23
R08C10	1321443594.000000	1107900.000000	20
R08C10	1321444744.000000	1124063.000000	22
R08C10	1321445892.000000	1131419.500000	19
R08C10	1321447046.000000	1146133.000000	19
R08C10	1321448228.000000	1155854.500000	17
R08C10	1321449380.000000	1167317.500000	14
R08C10	1321450524.000000	1176409.500000	15
R08C10	1321451674.000000	1185070.500000	16
R08C10	1321452828.000000	1194294.000000	15
R08C10	1321453974.000000	1204815.000000	12
R08C10	1321455158.000000	1387832.500000	1
R08C10	1321456340.000000	1392765.000000	1
R08C10	1321457512.000000	1392731.500000	1
R08C10	1321458684.000000	1392734.000000	1
R08C10	1321459850.000000	1392850.500000	1
R08C10	1321461026.000000	1392869.000000	1
R07C03	1321349938.000000	6541.000000	140
R07C03	1321351064.000000	7247.000000	132
R07C03	1321352180.000000	7844.500000	125
R07C03	1321353300.000000	7593.500000	125
R07C03	1321354424.000000	8814.000000	125
R07C03	1321355552.000000	9456.000000	128
R07C03	1321356674.000000	9883.000000	127
R07C03	1321357806.000000	10400.500000	117
R07C03	1321358934.000000	11127.500000	118
R07C03	1321360060.000000	10734.500000	124
R07C03	1321361188.000000	11290.500000	119
R07C03	1321362314.000000	12750.500000	134
R07C03	1321363438.000000	13843.500000	127
R07C03	1321364572.000000	13650.000000	136
R07C03	1321365714.000000	14536.000000	130
R07C03	1321366846.000000	17141.500000	124
R07C03	1321367972.000000	18844.500000	120
R07C03	1321369098.000000	17923.000000	131
R07C03	1321370230.000000	19688.500000	127
R07C03	1321371360.000000	22260.500000	123
R07C03	1321372492.000000	22905.000000	129
R07C03	1321373638.000000	25529.500000	123
R07C03	1321374776.000000	27365.000000	123
R07C03	1321375908.000000	30263.000000	128
R07C03	1321377046.000000	32382.500000	118
R07C03	1321378186.000000	33750.500000	131
R07C03	1321379314.000000	36874.000000	122
R07C03	1321380444.000000	40074.500000	121
R07C03	1321381598.000000	43542.000000	126
R07C03	1321382726.000000	47418.000000	119
R07C03	1321383866.000000	53183.500000	116
R07C03	1321385002.000000	54934.000000	125
R07C03	1321386134.000000	61882.500000	114
R07C03	1321387266.000000	67765.000000	124
R07C03	1321388392.000000	72906.000000	114
R07C03	1321389538.000000	76948.000000	121
R07C03	1321390674.000000	86499.000000	113
R07C03	1321391808.000000	94017.000000	117
R07C03	1321392950.000000	102225.500000	111
R07C03	1321394086.000000	110465.500000	106
R07C03	1321395228.000000	120921.500000	109
R07C03	1321396376.000000	130774.000000	106
R07C03	1321397528.000000	142445.500000	107
R07C03	1321398674.000000	155676.000000	108
R07C03	1321399812.000000	171406.500000	104
R07C03	1321400948.000000	182050.000000	116
R07C03	1321402088.000000	199591.000000	101
R07C03	1321403226.000000	215810.000000	101
R07C03	1321404386.000000	236274.000000	92
R07C03	1321405524.000000	254960.000000	89
R07C03	1321406672.000000	276765.000000	94
R07C03	1321407812.000000	300925.500000	80
R07C03	1321408956.000000	323906.500000	77
R07C03	1321410096.000000	346597.500000	78
R07C03	1321411232.000000	373280.500000	77
R07C03	1321412398.000000	399799.000000	68
R07C03	1321413544.000000	432077.500000	62
R07C03	1321414690.000000	460677.000000	58
R07C03	1321415832.000000	491520.000000	61
R07C03	1321416976.000000	525131.000000	46
R07C03	1321418148.000000	561865.500000	48
R07C03	1321419314.000000	596355.500000	46
R07C03	1321420460.000000	630484.500000	43
R07C03	1321421604.000000	671000.000000	34
R07C03	1321422752.000000	699889.000000	40
R07C03	1321423892.000000	743196.000000	30
R07C03	1321425036.000000	778036.500000	29
R07C03	1321426184.000000	807123.500000	25
R07C03	1321427354.000000	857207.500000	22
R07C03	1321428490.000000	882749.000000	25
R07C03	1321429632.000000	929392.000000	17
R07C03	1321430778.000000	950512.500000	15
R07C03	1321431924.000000	970699.500000	13
R07C03	1321433076.000000	1000805.500000	9
R07C03	1321434250.000000	1017875.500000	8
R07C03	1321435400.000000	1034400.500000	7
R07C03	1321436540.000000	1045897.500000	8
R07C03	1321437682.000000	1065040.500000	11
R07C03	1321438836.000000	1073916.500000	8
R07C03	1321439984.000000	1086610.000000	8
R07C03	1321441162.000000	1118041.500000	7
R07C03	1321442308.000000	1129810.000000	7
R07C03	1321443456.000000	1135471.500000	7
R07C03	1321444606.000000	1142642.000000	5
R07C03	1321445752.000000	1149160.500000	6
R07C03	1321446908.000000	1155246.000000	6
R07C03	1321448076.000000	1159780.500000	6
R07C03	1321449240.000000	1164578.000000	8
R07C03	1321450386.000000	1169382.500000	4
R07C03	1321451536.000000	1175228.000000	6
R07C03	1321452686.000000	1179191.500000	6
R07C03	1321453836.000000	1183107.000000	4
R07C03	1321455006.000000	1393249.000000	1
R07C03	1321456200.000000	1393052.500000	1
R07C03	1321457368.000000	1393262.500000	1
R07C03	1321458542.000000	1393301.000000	1
R07C03	1321459710.000000	1393292.500000	1
R07C03	1321460884.000000	1393176.500000	1
R07C06	1321349992.000000	10652.500000	220
R07C06	1321351116.000000	10292.000000	207
R07C06	1321352232.000000	10903.000000	204
R07C06	1321353352.000000	10885.000000	203
R07C06	1321354476.000000	11635.500000	197
R07C06	1321355604.000000	11993.000000	199
R07C06	1321356726.000000	12299.500000	189
R07C06	1321357860.000000	11611.500000	206
R07C06	1321358986.000000	13596.000000	198
R07C06	1321360112.000000	13868.500000	197
R07C06	1321361240.000000	13262.000000	200
R07C06	1321362366.000000	13885.500000	201
R07C06	1321363490.000000	14287.000000	197
R07C06	1321364624.000000	15851.000000	199
R07C06	1321365766.000000	15449.500000	199
R07C06	1321366898.000000	17346.500000	195
R07C06	1321368026.000000	18258.500000	194
R07C06	1321369150.000000	19377.000000	192
R07C06	1321370282.000000	18249.500000	196
R07C06	1321371412.000000	20446.000000	201
R07C06	1321372544.000000	21463.500000	196
R07C06	1321373692.000000	22908.000000	197
R07C06	1321374828.000000	24112.500000	187
R07C06	1321375962.000000	26099.500000	187
R07C06	1321377100.000000	25275.000000	200
R07C06	1321378238.000000	27703.000000	207
R07C06	1321379368.000000	31294.000000	199
R07C06	1321380498.000000	30752.500000	189
R07C06	1321381650.000000	33212.500000	192
R07C06	1321382780.000000	36301.000000	192
R07C06	1321383918.000000	39116.500000	199
R07C06	1321385056.000000	42111.500000	190
R07C06	1321386186.000000	45502.000000	188
R07C06	1321387318.000000	49659.000000	184
R07C06	1321388446.000000	52597.000000	182
R07C06	1321389590.000000	53833.000000	189
R07C06	1321390726.000000	60241.500000	182
R07C06	1321391862.000000	64318.000000	190
R07C06	1321393002.000000	70309.000000	184
R07C06	1321394138.000000	74619.500000	185
R07C06	1321395280.000000	81346.500000	175
R07C06	1321396430.000000	87132.000000	185
R07C06	1321397582.000000	93800.000000	167
R07C06	1321398728.000000	101649.000000	168
R07C06	1321399864.000000	108019.000000	172
R07C06	1321401002.000000	117094.000000	174
R07C06	1321402138.000000	125034.000000	172
R07C06	1321403278.000000	136735.000000	175
R07C06	1321404436.000000	148552.500000	167
R07C06	1321405576.000000	159662.500000	165
R07C06	1321406724.000000	171487.500000	165
R07C06	1321407864.000000	184972.500000	148
R07C06	1321409008.000000	194278.500000	149
R07C06	1321410148.000000	212172.000000	152
R07C06	1321411284.000000	230971.500000	151
R07C06	1321412452.000000	247125.000000	145
R07C06	1321413596.000000	263817.500000	142
R07C06	1321414742.000000	282083.000000	135
R07C06	1321415884.000000	304805.500000	136
R07C06	1321417028.000000	320164.500000	133
R07C06	1321418200.000000	345307.500000	135
R07C06	1321419366.000000	368019.000000	125
R07C06	1321420512.000000	394045.500000	127
R07C06	1321421656.000000	417410.000000	116
R07C06	1321422804.000000	446686.500000	115
R07C06	1321423944.000000	470636.000000	114
R07C06	1321425088.000000	499721.500000	104
R07C06	1321426238.000000	525982.000000	102
R07C06	1321427406.000000	553588.000000	106
R07C06	1321428542.000000	582299.500000	91
R07C06	1321429686.000000	615696.000000	91
R07C06	1321430830.000000	643517.500000	87
R07C06	1321431976.000000	673058.000000	83
R07C06	1321433128.000000	702322.000000	84
R07C06	1321434302.000000	730770.500000	67
R07C06	1321435452.000000	759388.000000	70
R07C06	1321436594.000000	785798.000000	64
R07C06	1321437736.000000	813372.500000	57
R07C06	1321438890.000000	864793.500000	55
R07C06	1321440038.000000	885229.500000	47
R07C06	1321441214.000000	906431.500000	41
R07C06	1321442360.000000	926216.500000	43
R07C06	1321443508.000000	944478.500000	53
R07C06	1321444658.000000	966188.000000	42
R07C06	1321445806.000000	981116.000000	33
R07C06	1321446960.000000	997953.500000	33
R07C06	1321448134.000000	1014845.500000	36
R07C06	1321449292.000000	1028871.500000	31
R07C06	1321450438.000000	1041667.500000	27
R07C06	1321451588.000000	1055914.000000	32
R07C06	1321452740.000000	1074413.500000	27
R07C06	1321453888.000000	1084055.500000	27
R07C06	1321455062.000000	1392881.500000	1
R07C06	1321456252.000000	1392818.000000	1
R07C06	1321457422.000000	1392763.500000	1
R07C06	1321458596.000000	1392683.500000	1
R07C06	1321459764.000000	1392684.500000	1
R07C06	1321460938.000000	1392897.000000	1
R07C07	1321350010.000000	11123.500000	139
R07C07	1321351132.000000	10737.000000	140
R07C07	1321352248.000000	11346.000000	136
R07C07	1321353370.000000	10561.500000	139
R07C07	1321354494.000000	11616.500000	141
R07C07	1321355620.000000	11503.000000	139
R07C07	1321356744.000000	13254.000000	136
R07C07	1321357878.000000	12654.000000	147
R07C07	1321359004.000000	15566.500000	137
R07C07	1321360130.000000	16438.000000	139
R07C07	1321361258.000000	15004.500000	141
R07C07	1321362384.000000	16445.000000	140
R07C07	1321363508.000000	18066.000000	141
R07C07	1321364642.000000	19374.000000	135
R07C07	1321365784.000000	21326.000000	134
R07C07	1321366916.000000	22803.000000	130
R07C07	1321368042.000000	22837.500000	141
R07C07	1321369166.000000	24279.500000	141
R07C07	1321370300.000000	26411.000000	141
R07C07	1321371428.000000	29472.500000	128
R07C07	1321372562.000000	31943.000000	128
R07C07	1321373708.000000	34927.500000	130
R07C07	1321374846.000000	38232.500000	130
R07C07	1321375980.000000	40760.500000	128
R07C07	1321377116.000000	43895.000000	127
R07C07	1321378256.000000	45189.000000	137
R07C07	1321379384.000000	49147.500000	135
R07C07	1321380514.000000	53456.000000	129
R07C07	1321381666.000000	58496.500000	136
R07C07	1321382798.000000	64673.500000	128
R07C07	1321383936.000000	66765.500000	134
R07C07	1321385072.000000	73451.500000	130
R07C07	1321386202.000000	79535.000000	133
R07C07	1321387336.000000	86872.000000	125
R07C07	1321388464.000000	95663.500000	123
R07C07	1321389608.000000	105493.500000	123
R07C07	1321390744.000000	113948.500000	116
R07C07	1321391880.000000	123911.500000	115
R07C07	1321393020.000000	129527.000000	121
R07C07	1321394156.000000	144167.500000	108
R07C07	1321395298.000000	156981.000000	105
R07C07	1321396448.000000	169696.500000	109
