Culture	Time	TotalArea	Number
R06C07	1321408866.000000	320658.000000	71
R06C07	1321410008.000000	344113.500000	66
R06C07	1321411140.000000	372797.000000	63
R06C07	1321412310.000000	398937.000000	67
R06C07	1321413456.000000	426860.500000	57
R06C07	1321414600.000000	459195.500000	62
R06C07	1321415742.000000	491339.000000	52
R06C07	1321416886.000000	519283.000000	52
R06C07	1321418062.000000	555913.000000	51
R06C07	1321419226.000000	589631.000000	46
R06C07	1321420372.000000	627966.500000	46
R06C07	1321421514.000000	662408.000000	45
R06C07	1321422664.000000	696519.000000	40
R06C07	1321423804.000000	728550.500000	33
R06C07	1321424946.000000	764679.500000	37
R06C07	1321426094.000000	797977.000000	33
R06C07	1321427264.000000	857220.500000	29
R06C07	1321428402.000000	884206.000000	24
R06C07	1321429544.000000	910309.500000	25
R06C07	1321430690.000000	935425.000000	19
R06C07	1321431834.000000	957117.000000	24
R06C07	1321432986.000000	981378.500000	17
R06C07	1321434160.000000	1001431.000000	15
R06C07	1321435312.000000	1022667.000000	15
R06C07	1321436452.000000	1041450.500000	14
R06C07	1321437594.000000	1060340.000000	13
R06C07	1321438746.000000	1076772.000000	15
R06C07	1321439896.000000	1094188.000000	13
R06C07	1321441072.000000	1108385.000000	12
R06C07	1321442220.000000	1122289.000000	9
R06C07	1321443366.000000	1133828.500000	12
R06C07	1321444516.000000	1148796.000000	11
R06C07	1321445664.000000	1155712.500000	10
R06C07	1321446818.000000	1165705.500000	5
R06C07	1321447982.000000	1175953.000000	9
R06C07	1321449150.000000	1183884.000000	5
R06C07	1321450298.000000	1191217.000000	6
R06C07	1321451448.000000	1196879.000000	6
R06C07	1321452598.000000	1224265.500000	4
R06C07	1321453748.000000	1209888.500000	4
R06C07	1321454912.000000	1392888.000000	1
R06C07	1321456108.000000	1392915.500000	1
R06C07	1321457278.000000	1392855.000000	1
R06C07	1321458450.000000	1392759.000000	1
R06C07	1321459620.000000	1392871.500000	1
R06C07	1321460792.000000	1392847.500000	1
R06C07	1321461966.000000	1392775.500000	1
R06C06	1321349872.000000	11943.500000	164
R06C06	1321350994.000000	13113.500000	160
R06C06	1321352110.000000	12940.500000	156
R06C06	1321353230.000000	13602.000000	147
R06C06	1321354354.000000	13482.500000	153
R06C06	1321355480.000000	12658.500000	159
R06C06	1321356604.000000	14601.500000	158
R06C06	1321357736.000000	14821.500000	155
R06C06	1321358864.000000	14463.500000	164
R06C06	1321359990.000000	15960.500000	161
R06C06	1321361116.000000	17224.500000	154
R06C06	1321362244.000000	18371.000000	147
R06C06	1321363368.000000	17401.500000	163
R06C06	1321364500.000000	18740.000000	165
R06C06	1321365644.000000	20183.500000	158
R06C06	1321366774.000000	22104.500000	150
R06C06	1321367902.000000	22035.000000	156
R06C06	1321369026.000000	21723.500000	171
R06C06	1321370158.000000	24923.000000	158
R06C06	1321371288.000000	25751.500000	159
R06C06	1321372422.000000	27334.000000	157
R06C06	1321373568.000000	28820.000000	154
R06C06	1321374704.000000	31444.000000	152
R06C06	1321375838.000000	33578.000000	150
R06C06	1321376976.000000	36009.500000	147
R06C06	1321378114.000000	35856.000000	146
R06C06	1321379246.000000	40789.500000	148
R06C06	1321380372.000000	43760.000000	143
R06C06	1321381526.000000	44462.500000	153
R06C06	1321382656.000000	47893.000000	141
R06C06	1321383794.000000	51906.500000	148
R06C06	1321384930.000000	57168.000000	142
R06C06	1321386062.000000	60550.500000	136
R06C06	1321387194.000000	62474.000000	143
R06C06	1321388320.000000	66949.500000	146
R06C06	1321389466.000000	72502.000000	148
R06C06	1321390602.000000	77252.500000	145
R06C06	1321391738.000000	85284.500000	136
R06C06	1321392878.000000	91424.500000	140
R06C06	1321394014.000000	96883.500000	139
R06C06	1321395156.000000	105028.000000	135
R06C06	1321396304.000000	112805.500000	141
R06C06	1321397456.000000	120453.000000	135
R06C06	1321398604.000000	130514.000000	136
R06C06	1321399740.000000	138497.500000	135
R06C06	1321400878.000000	149155.000000	135
R06C06	1321402016.000000	161358.500000	122
R06C06	1321403154.000000	176323.000000	123
R06C06	1321404314.000000	187045.500000	124
R06C06	1321405454.000000	200756.500000	122
R06C06	1321406600.000000	216022.500000	132
R06C06	1321407742.000000	232920.500000	114
R06C06	1321408884.000000	250017.500000	111
R06C06	1321410026.000000	269831.500000	118
R06C06	1321411158.000000	288483.500000	110
R06C06	1321412328.000000	308760.500000	105
R06C06	1321413474.000000	329197.000000	97
R06C06	1321414618.000000	350191.500000	91
R06C06	1321415760.000000	372785.000000	89
R06C06	1321416904.000000	400909.000000	82
R06C06	1321418078.000000	425621.500000	83
R06C06	1321419244.000000	445011.000000	89
R06C06	1321420390.000000	475203.000000	80
R06C06	1321421532.000000	502120.000000	83
R06C06	1321422680.000000	531618.000000	82
R06C06	1321423822.000000	555503.000000	80
R06C06	1321424964.000000	581987.500000	81
R06C06	1321426112.000000	613689.000000	68
R06C06	1321427282.000000	640778.000000	60
R06C06	1321428420.000000	673309.000000	59
R06C06	1321429562.000000	701970.500000	58
R06C06	1321430706.000000	721586.000000	52
R06C06	1321431852.000000	755457.000000	53
R06C06	1321433004.000000	782868.500000	50
R06C06	1321434178.000000	807911.000000	47
R06C06	1321435328.000000	833962.000000	44
R06C06	1321436468.000000	855453.500000	43
R06C06	1321437612.000000	878716.500000	43
R06C06	1321438764.000000	900927.500000	35
R06C06	1321439914.000000	922185.500000	37
R06C06	1321441090.000000	944295.500000	32
R06C06	1321442238.000000	968602.500000	33
R06C06	1321443384.000000	983817.000000	37
R06C06	1321444534.000000	1007414.000000	28
R06C06	1321445682.000000	1024710.500000	26
R06C06	1321446836.000000	1042307.500000	23
R06C06	1321448000.000000	1070125.500000	20
R06C06	1321449168.000000	1084850.000000	20
R06C06	1321450316.000000	1097795.000000	18
R06C06	1321451466.000000	1109792.500000	16
R06C06	1321452616.000000	1171192.000000	18
R06C06	1321453766.000000	1180383.000000	15
R06C06	1321454930.000000	1392620.000000	1
R06C06	1321456126.000000	1392735.000000	1
R06C06	1321457296.000000	1392588.000000	1
R06C06	1321458468.000000	1392542.500000	1
R06C06	1321459638.000000	1392698.000000	1
R06C06	1321460810.000000	1392674.500000	1
R06C06	1321461986.000000	1274019.000000	9
R06C09	1321349818.000000	9966.000000	159
R06C09	1321350940.000000	10594.000000	146
R06C09	1321352056.000000	9941.000000	145
R06C09	1321353178.000000	11351.000000	141
R06C09	1321354300.000000	11220.000000	140
R06C09	1321355426.000000	12018.000000	144
R06C09	1321356550.000000	12241.000000	139
R06C09	1321357682.000000	12774.000000	139
R06C09	1321358810.000000	13923.000000	140
R06C09	1321359938.000000	12923.500000	150
R06C09	1321361064.000000	13743.000000	139
R06C09	1321362194.000000	14778.500000	139
R06C09	1321363316.000000	15386.000000	136
R06C09	1321364448.000000	15005.000000	135
R06C09	1321365590.000000	17292.000000	136
R06C09	1321366722.000000	16517.000000	144
R06C09	1321367848.000000	18642.500000	135
R06C09	1321368974.000000	19486.500000	140
R06C09	1321370106.000000	21094.500000	134
R06C09	1321371236.000000	19898.500000	148
R06C09	1321372368.000000	23186.500000	138
R06C09	1321373514.000000	24196.500000	135
R06C09	1321374652.000000	26250.500000	135
R06C09	1321375784.000000	25326.500000	148
R06C09	1321376922.000000	29020.500000	139
R06C09	1321378062.000000	31082.000000	132
R06C09	1321379192.000000	33359.000000	137
R06C09	1321380320.000000	35830.500000	135
R06C09	1321381472.000000	36350.500000	139
R06C09	1321382602.000000	41426.000000	130
R06C09	1321383740.000000	42709.500000	139
R06C09	1321384878.000000	46313.000000	137
R06C09	1321386008.000000	49776.000000	134
R06C09	1321387142.000000	50328.500000	134
R06C09	1321388268.000000	56884.500000	136
R06C09	1321389412.000000	61259.000000	129
R06C09	1321390550.000000	66196.500000	120
R06C09	1321391684.000000	70190.500000	121
R06C09	1321392824.000000	76655.500000	122
R06C09	1321393960.000000	80856.500000	114
R06C09	1321395104.000000	88244.500000	115
R06C09	1321396250.000000	94193.500000	118
R06C09	1321397404.000000	100724.000000	112
R06C09	1321398550.000000	108860.000000	116
R06C09	1321399688.000000	114764.000000	115
R06C09	1321400826.000000	123874.500000	109
R06C09	1321401964.000000	133001.000000	116
R06C09	1321403102.000000	145024.500000	110
R06C09	1321404262.000000	153771.000000	107
R06C09	1321405400.000000	167050.500000	107
R06C09	1321406548.000000	178981.500000	103
R06C09	1321407690.000000	192686.500000	101
R06C09	1321408830.000000	205756.000000	96
R06C09	1321409974.000000	219894.500000	97
R06C09	1321411106.000000	238142.500000	93
R06C09	1321412276.000000	252651.000000	96
R06C09	1321413422.000000	269723.500000	90
R06C09	1321414564.000000	289944.500000	86
R06C09	1321415706.000000	308575.500000	88
R06C09	1321416852.000000	331329.500000	88
R06C09	1321418026.000000	350258.000000	80
R06C09	1321419184.000000	372069.000000	79
R06C09	1321420336.000000	398207.000000	80
R06C09	1321421480.000000	415654.500000	72
R06C09	1321422628.000000	445214.500000	73
R06C09	1321423768.000000	470760.500000	71
R06C09	1321424912.000000	494175.500000	70
R06C09	1321426058.000000	523390.000000	62
R06C09	1321427230.000000	549774.000000	66
R06C09	1321428368.000000	575830.500000	57
R06C09	1321429508.000000	603759.500000	58
R06C09	1321430654.000000	634313.000000	49
R06C09	1321431800.000000	660677.500000	55
R06C09	1321432952.000000	694720.500000	43
R06C09	1321434126.000000	715235.500000	39
R06C09	1321435276.000000	748826.500000	33
R06C09	1321436416.000000	803443.000000	31
R06C09	1321437558.000000	831146.500000	32
R06C09	1321438710.000000	888494.000000	24
R06C09	1321439862.000000	907344.500000	27
R06C09	1321441032.000000	920515.000000	26
R06C09	1321442184.000000	936258.000000	26
R06C09	1321443330.000000	952838.500000	22
R06C09	1321444480.000000	966090.500000	21
R06C09	1321445628.000000	979495.000000	18
R06C09	1321446782.000000	993593.500000	22
R06C09	1321447946.000000	1005435.500000	20
R06C09	1321449114.000000	1018206.000000	21
R06C09	1321450262.000000	1062890.500000	21
R06C09	1321451412.000000	1074428.000000	22
R06C09	1321452562.000000	1083412.000000	18
R06C09	1321453714.000000	1090521.000000	18
R06C09	1321454874.000000	1392723.500000	1
R06C09	1321456072.000000	1392669.000000	1
R06C09	1321457240.000000	1392837.000000	1
R06C09	1321458414.000000	1392643.000000	1
R06C09	1321459584.000000	1392636.000000	1
R06C09	1321460756.000000	1392864.500000	1
R06C09	1321461928.000000	1392702.500000	1
R06C08	1321349836.000000	8529.500000	148
R06C08	1321350958.000000	8688.000000	144
R06C08	1321352074.000000	8796.000000	154
R06C08	1321353196.000000	9680.000000	143
R06C08	1321354318.000000	10410.000000	146
R06C08	1321355444.000000	11477.000000	140
R06C08	1321356568.000000	11036.000000	140
R06C08	1321357700.000000	10766.500000	148
R06C08	1321358828.000000	11042.000000	144
R06C08	1321359954.000000	13146.500000	152
R06C08	1321361082.000000	12059.500000	148
R06C08	1321362210.000000	14042.000000	148
R06C08	1321363334.000000	15191.500000	140
R06C08	1321364466.000000	16157.500000	139
R06C08	1321365608.000000	17517.500000	139
R06C08	1321366740.000000	17117.000000	148
R06C08	1321367866.000000	19897.000000	146
R06C08	1321368992.000000	22042.000000	141
R06C08	1321370124.000000	23305.500000	143
R06C08	1321371254.000000	24616.000000	130
R06C08	1321372386.000000	26542.500000	136
R06C08	1321373532.000000	28760.000000	138
R06C08	1321374670.000000	30935.500000	136
R06C08	1321375802.000000	31359.500000	148
R06C08	1321376940.000000	35478.500000	137
R06C08	1321378078.000000	29599.000000	163
R06C08	1321379210.000000	38396.000000	137
R06C08	1321380338.000000	44541.000000	139
R06C08	1321381490.000000	45480.000000	133
R06C08	1321382620.000000	49765.000000	136
R06C08	1321383758.000000	54601.000000	142
R06C08	1321384896.000000	60378.500000	134
R06C08	1321386026.000000	65456.500000	137
R06C08	1321387160.000000	68415.000000	128
R06C08	1321388286.000000	76902.500000	128
R06C08	1321389430.000000	83960.000000	133
R06C08	1321390568.000000	92154.500000	127
R06C08	1321391702.000000	100109.500000	127
R06C08	1321392842.000000	109764.000000	125
R06C08	1321393978.000000	118475.500000	118
R06C08	1321395120.000000	130075.500000	117
R06C08	1321396268.000000	140998.500000	125
R06C08	1321397420.000000	152483.500000	112
R06C08	1321398568.000000	165825.000000	115
R06C08	1321399706.000000	179181.500000	111
R06C08	1321400842.000000	194897.500000	108
R06C08	1321401982.000000	212579.500000	110
R06C08	1321403118.000000	233363.500000	106
R06C08	1321404278.000000	251453.000000	99
R06C08	1321405418.000000	270809.500000	106
R06C08	1321406566.000000	293486.500000	96
R06C08	1321407708.000000	318172.500000	85
R06C08	1321408848.000000	342517.000000	84
R06C08	1321409990.000000	370280.500000	85
R06C08	1321411124.000000	391213.500000	84
R06C08	1321412292.000000	424544.500000	87
R06C08	1321413438.000000	372933.500000	65
R06C08	1321414582.000000	487857.500000	67
R06C08	1321415724.000000	518743.000000	69
R06C08	1321416868.000000	554058.500000	57
R06C08	1321418044.000000	586548.000000	53
R06C08	1321419204.000000	639206.500000	49
R06C08	1321420354.000000	667703.000000	47
R06C08	1321421496.000000	707940.500000	46
R06C08	1321422646.000000	739928.500000	44
R06C08	1321423786.000000	776022.000000	36
R06C08	1321424930.000000	811338.500000	36
R06C08	1321426076.000000	842810.000000	32
R06C08	1321427248.000000	875867.500000	27
R06C08	1321428384.000000	907866.500000	29
R06C08	1321429526.000000	942573.500000	24
R06C08	1321430672.000000	972459.000000	22
R06C08	1321431818.000000	998901.500000	23
R06C08	1321432970.000000	1035694.000000	20
R06C08	1321434142.000000	1062154.000000	17
R06C08	1321435294.000000	1086925.500000	14
R06C08	1321436434.000000	1113509.500000	10
R06C08	1321437576.000000	1132756.000000	11
R06C08	1321438728.000000	1148461.000000	8
R06C08	1321439878.000000	1165398.000000	8
R06C08	1321441056.000000	1179659.000000	8
R06C08	1321442202.000000	1220605.000000	7
R06C08	1321443348.000000	1235365.000000	7
R06C08	1321444498.000000	1241985.000000	2
R06C08	1321445646.000000	1249158.500000	5
R06C08	1321446800.000000	1253326.000000	2
R06C08	1321447964.000000	1259633.000000	4
R06C08	1321449132.000000	1261904.500000	3
R06C08	1321450280.000000	1271641.500000	5
R06C08	1321451430.000000	1275321.000000	4
R06C08	1321452580.000000	1278556.000000	4
R06C08	1321453730.000000	1282494.000000	2
R06C08	1321454892.000000	1392986.000000	1
R06C08	1321456090.000000	1392964.000000	1
R06C08	1321457260.000000	1392887.500000	1
R06C08	1321458432.000000	1392837.500000	1
R06C08	1321459602.000000	1393038.500000	1
R06C08	1321460774.000000	1392936.000000	1
R06C08	1321461948.000000	1392920.500000	1
R07C08	1321350028.000000	11302.500000	223
R07C08	1321351150.000000	10813.000000	215
R07C08	1321352266.000000	10194.000000	213
R07C08	1321353388.000000	11533.000000	210
R07C08	1321354510.000000	11416.500000	209
R07C08	1321355638.000000	12134.500000	209
R07C08	1321356760.000000	12821.000000	210
R07C08	1321357894.000000	13449.000000	207
R07C08	1321359020.000000	13513.500000	215
R07C08	1321360148.000000	14371.000000	207
R07C08	1321361276.000000	15461.500000	213
R07C08	1321362402.000000	16203.000000	205
R07C08	1321363526.000000	15977.500000	214
R07C08	1321364658.000000	17236.000000	222
R07C08	1321365800.000000	18071.500000	220
R07C08	1321366932.000000	19239.000000	199
R07C08	1321368060.000000	21030.500000	215
R07C08	1321369184.000000	21980.500000	208
R07C08	1321370316.000000	23252.500000	204
R07C08	1321371446.000000	25501.000000	211
R07C08	1321372580.000000	26899.000000	203
R07C08	1321373726.000000	26768.500000	219
R07C08	1321374864.000000	31208.500000	214
R07C08	1321375998.000000	33309.000000	208
R07C08	1321377134.000000	35783.000000	215
R07C08	1321378274.000000	39717.000000	199
R07C08	1321379402.000000	38295.000000	214
R07C08	1321380532.000000	45015.500000	206
R07C08	1321381684.000000	45826.500000	200
R07C08	1321382814.000000	50093.500000	203
R07C08	1321383952.000000	55291.000000	207
R07C08	1321385090.000000	60336.500000	192
R07C08	1321386220.000000	61482.000000	198
R07C08	1321387352.000000	70319.500000	196
R07C08	1321388480.000000	71640.500000	194
R07C08	1321389624.000000	79684.000000	194
R07C08	1321390760.000000	85679.500000	195
R07C08	1321391896.000000	95462.000000	187
R07C08	1321393038.000000	103105.500000	187
R07C08	1321394174.000000	110254.500000	182
R07C08	1321395316.000000	121339.000000	167
R07C08	1321396466.000000	129966.000000	171
R07C08	1321397616.000000	140186.000000	172
R07C08	1321398762.000000	151934.500000	172
R07C08	1321399898.000000	163317.000000	168
R07C08	1321401036.000000	176255.500000	161
R07C08	1321402174.000000	190647.500000	162
R07C08	1321403312.000000	208925.000000	153
R07C08	1321404472.000000	224382.500000	151
R07C08	1321405612.000000	240174.000000	147
R07C08	1321406760.000000	257698.500000	141
R07C08	1321407900.000000	279083.500000	136
R07C08	1321409044.000000	299840.500000	130
R07C08	1321410182.000000	323298.500000	127
R07C08	1321411320.000000	340325.500000	128
R07C08	1321412484.000000	367225.500000	113
R07C08	1321413630.000000	393424.000000	114
R07C08	1321414776.000000	419365.000000	110
R07C08	1321415918.000000	446083.500000	105
R07C08	1321417064.000000	475842.500000	106
R07C08	1321418236.000000	503664.000000	97
R07C08	1321419400.000000	537650.000000	94
R07C08	1321420548.000000	570661.000000	92
R07C08	1321421692.000000	600818.500000	81
R07C08	1321422838.000000	631627.500000	88
R07C08	1321423978.000000	689553.000000	68
R07C08	1321425124.000000	718335.000000	75
R07C08	1321426272.000000	748391.500000	66
R07C08	1321427440.000000	775636.500000	63
R07C08	1321428576.000000	805793.500000	56
R07C08	1321429720.000000	833384.000000	61
R07C08	1321430864.000000	861043.000000	51
R07C08	1321432012.000000	887920.500000	42
R07C08	1321433164.000000	913369.500000	41
R07C08	1321434336.000000	941184.000000	35
R07C08	1321435486.000000	964021.000000	34
R07C08	1321436628.000000	986780.500000	36
R07C08	1321437770.000000	1006209.500000	37
R07C08	1321438924.000000	1031831.000000	25
R07C08	1321440072.000000	1048242.500000	27
R07C08	1321441248.000000	1064327.500000	23
R07C08	1321442394.000000	1078993.000000	20
R07C08	1321443542.000000	1098664.000000	21
R07C08	1321444692.000000	1109241.000000	15
R07C08	1321445840.000000	1123817.000000	19
R07C08	1321446994.000000	1134035.000000	19
R07C08	1321448176.000000	1145665.500000	16
R07C08	1321449328.000000	1153133.000000	16
R07C08	1321450472.000000	1161516.000000	16
R07C08	1321451622.000000	1168482.000000	17
R07C08	1321452776.000000	1176139.000000	15
R07C08	1321453922.000000	1181003.000000	16
R07C08	1321455100.000000	1392932.000000	1
R07C08	1321456288.000000	1393190.000000	1
R07C08	1321457458.000000	1393042.000000	1
R07C08	1321458630.000000	1392953.000000	1
R07C08	1321459798.000000	1393007.500000	1
R07C08	1321460972.000000	1393062.000000	1
R03C08	1321349466.000000	11367.500000	231
R03C08	1321350594.000000	11974.500000	230
R03C08	1321351710.000000	11890.000000	225
R03C08	1321352832.000000	12560.500000	228
R03C08	1321353952.000000	12688.000000	213
R03C08	1321355076.000000	13600.500000	220
R03C08	1321356204.000000	14293.500000	226
R03C08	1321357328.000000	14619.000000	215
R03C08	1321358460.000000	15843.500000	206
R03C08	1321359588.000000	15012.000000	222
R03C08	1321360712.000000	16973.500000	225
R03C08	1321361842.000000	18239.500000	216
R03C08	1321362968.000000	19780.000000	226
R03C08	1321364098.000000	20831.500000	206
R03C08	1321365232.000000	20040.000000	217
R03C08	1321366368.000000	21649.000000	212
R03C08	1321367500.000000	24338.500000	222
R03C08	1321368626.000000	25811.500000	220
R03C08	1321369750.000000	26428.000000	232
R03C08	1321370884.000000	29132.000000	221
R03C08	1321372016.000000	31466.000000	216
R03C08	1321373154.000000	33937.000000	208
R03C08	1321374298.000000	36761.500000	209
R03C08	1321375434.000000	39489.500000	199
R03C08	1321376570.000000	42084.000000	203
R03C08	1321377708.000000	46612.500000	205
R03C08	1321378844.000000	47388.500000	207
R03C08	1321379968.000000	52108.500000	205
R03C08	1321381112.000000	56843.000000	210
R03C08	1321382252.000000	61755.500000	203
R03C08	1321383386.000000	67589.000000	198
R03C08	1321384526.000000	70091.500000	192
R03C08	1321385656.000000	76852.500000	196
R03C08	1321386786.000000	83592.500000	200
R03C08	1321387918.000000	89934.500000	190
R03C08	1321389060.000000	100028.500000	182
R03C08	1321390198.000000	109456.000000	182
R03C08	1321391332.000000	118463.500000	173
R03C08	1321392470.000000	125310.000000	187
R03C08	1321393610.000000	138555.000000	177
R03C08	1321394750.000000	150451.500000	163
R03C08	1321395894.000000	162840.000000	171
R03C08	1321397052.000000	175718.000000	156
R03C08	1321398198.000000	191677.000000	153
R03C08	1321399342.000000	206852.000000	157
R03C08	1321400474.000000	225999.500000	141
R03C08	1321401614.000000	242697.500000	148
R03C08	1321402750.000000	262135.000000	149
R03C08	1321403896.000000	286175.000000	136
R03C08	1321405050.000000	305504.000000	139
R03C08	1321406196.000000	329728.500000	139
R03C08	1321407344.000000	355875.500000	121
R03C08	1321408480.000000	381185.500000	128
R03C08	1321409626.000000	411411.000000	114
R03C08	1321410754.000000	440974.500000	110
R03C08	1321411922.000000	465634.500000	108
R03C08	1321413072.000000	500572.500000	94
R03C08	1321414212.000000	536086.500000	89
R03C08	1321415358.000000	570943.500000	90
R03C08	1321416502.000000	602727.000000	87
R03C08	1321417676.000000	643833.000000	71
R03C08	1321418820.000000	677214.500000	70
R03C08	1321419984.000000	713609.500000	64
R03C08	1321421130.000000	745246.000000	62
R03C08	1321422276.000000	779933.000000	59
R03C08	1321423418.000000	810528.000000	63
R03C08	1321424562.000000	844604.000000	63
R03C08	1321425704.000000	844106.000000	54
R03C08	1321426878.000000	908764.000000	45
R03C08	1321428020.000000	937538.000000	46
R03C08	1321429158.000000	967466.500000	40
R03C08	1321430304.000000	996775.500000	33
R03C08	1321431448.000000	1039958.000000	30
R03C08	1321432598.000000	1055599.500000	27
R03C08	1321433762.000000	1076910.500000	27
R03C08	1321434924.000000	1099173.000000	25
R03C08	1321436066.000000	1140521.000000	23
R03C08	1321437206.000000	1154226.000000	18
R03C08	1321438358.000000	1198030.000000	18
R03C08	1321439508.000000	1207919.500000	20
R03C08	1321440662.000000	1223784.000000	14
R03C08	1321441834.000000	1230071.000000	15
R03C08	1321442980.000000	1229148.000000	14
R03C08	1321444128.000000	1240929.000000	12
R03C08	1321445276.000000	1240390.000000	12
R03C08	1321446428.000000	1250541.000000	12
R03C08	1321447582.000000	1250029.500000	14
R03C08	1321448762.000000	1254411.000000	11
R03C08	1321449912.000000	1258162.500000	8
R03C08	1321451060.000000	1261756.500000	8
R03C08	1321452208.000000	1265079.500000	6
R03C08	1321453364.000000	1267909.000000	9
R03C08	1321454506.000000	1393050.000000	1
R03C08	1321455714.000000	1392843.500000	1
R03C08	1321456884.000000	1393037.500000	1
R03C08	1321458056.000000	1393069.500000	1
R03C08	1321459226.000000	1393045.000000	1
R03C08	1321460398.000000	1393071.000000	1
R03C08	1321461570.000000	1393025.500000	1
R03C09	1321349484.000000	10271.500000	147
R03C09	1321350612.000000	10901.500000	141
R03C09	1321351728.000000	10683.000000	149
R03C09	1321352848.000000	10541.500000	140
R03C09	1321353968.000000	10814.500000	149
R03C09	1321355094.000000	10581.000000	139
R03C09	1321356220.000000	11769.000000	142
R03C09	1321357346.000000	11752.000000	140
R03C09	1321358478.000000	12196.500000	144
R03C09	1321359604.000000	11908.500000	147
R03C09	1321360728.000000	12574.500000	149
R03C09	1321361860.000000	13497.500000	145
R03C09	1321362984.000000	14671.500000	147
R03C09	1321364114.000000	14577.500000	133
R03C09	1321365250.000000	16875.000000	139
R03C09	1321366386.000000	15914.000000	145
R03C09	1321367516.000000	16664.000000	142
R03C09	1321368642.000000	17640.500000	137
R03C09	1321369768.000000	18621.000000	154
R03C09	1321370900.000000	19771.500000	141
R03C09	1321372032.000000	21413.500000	147
R03C09	1321373172.000000	22533.500000	143
R03C09	1321374314.000000	23661.000000	142
R03C09	1321375452.000000	25504.000000	138
R03C09	1321376586.000000	27579.000000	137
R03C09	1321377726.000000	27094.000000	146
R03C09	1321378860.000000	29887.500000	144
R03C09	1321379984.000000	32730.500000	136
R03C09	1321381130.000000	33333.000000	155
R03C09	1321382268.000000	35960.000000	145
R03C09	1321383404.000000	38702.000000	146
R03C09	1321384544.000000	42603.500000	136
R03C09	1321385672.000000	45033.000000	137
R03C09	1321386804.000000	46216.500000	142
R03C09	1321387936.000000	51485.000000	147
R03C09	1321389078.000000	55268.500000	132
R03C09	1321390216.000000	60110.000000	146
R03C09	1321391348.000000	64175.000000	132
R03C09	1321392488.000000	66724.500000	141
R03C09	1321393628.000000	72872.500000	133
R03C09	1321394768.000000	78843.500000	141
R03C09	1321395912.000000	84938.000000	139
R03C09	1321397068.000000	91270.000000	135
R03C09	1321398216.000000	98692.000000	140
R03C09	1321399358.000000	105214.000000	129
R03C09	1321400492.000000	115674.000000	130
R03C09	1321401632.000000	123458.500000	131
R03C09	1321402768.000000	135503.500000	132
R03C09	1321403914.000000	145867.500000	125
R03C09	1321405068.000000	154173.000000	130
R03C09	1321406212.000000	166687.000000	128
R03C09	1321407360.000000	181304.000000	113
R03C09	1321408498.000000	193879.500000	116
R03C09	1321409644.000000	209295.500000	108
R03C09	1321410772.000000	223307.000000	109
R03C09	1321411940.000000	240003.000000	111
R03C09	1321413090.000000	256303.500000	117
R03C09	1321414230.000000	273359.500000	112
R03C09	1321415376.000000	291451.500000	118
R03C09	1321416520.000000	316917.500000	118
R03C09	1321417694.000000	335936.000000	109
R03C09	1321418838.000000	362141.000000	91
R03C09	1321420002.000000	378610.000000	92
R03C09	1321421148.000000	408559.000000	97
R03C09	1321422294.000000	433761.000000	84
R03C09	1321423436.000000	461482.500000	83
R03C09	1321424578.000000	490234.000000	77
R03C09	1321425722.000000	516218.000000	77
R03C09	1321426894.000000	543757.500000	72
R03C09	1321428038.000000	575647.500000	70
R03C09	1321429176.000000	604053.500000	62
R03C09	1321430320.000000	625786.000000	62
R03C09	1321431464.000000	659245.500000	59
R03C09	1321432616.000000	677622.500000	58
R03C09	1321433780.000000	716978.000000	57
R03C09	1321434940.000000	748325.500000	45
R03C09	1321436082.000000	775098.500000	42
R03C09	1321437224.000000	799661.500000	36
R03C09	1321438376.000000	922900.000000	26
R03C09	1321439526.000000	943834.500000	28
R03C09	1321440680.000000	956181.000000	30
R03C09	1321441850.000000	974238.500000	28
R03C09	1321442998.000000	988054.500000	28
R03C09	1321444146.000000	1002230.000000	21
R03C09	1321445294.000000	1018838.000000	23
R03C09	1321446446.000000	1031687.000000	26
R03C09	1321447600.000000	1041961.500000	21
R03C09	1321448780.000000	1052604.500000	25
R03C09	1321449928.000000	1064067.500000	25
R03C09	1321451078.000000	1072522.000000	19
R03C09	1321452226.000000	1082013.500000	20
R03C09	1321453380.000000	1089535.000000	19
R03C09	1321454524.000000	1392496.000000	1
R03C09	1321455732.000000	1392680.500000	1
R03C09	1321456902.000000	1392586.500000	1
R03C09	1321458072.000000	1392611.500000	1
R03C09	1321459244.000000	1392658.000000	1
R03C09	1321460414.000000	1392591.500000	1
R03C09	1321461586.000000	1392556.000000	1
R04C10	1321349520.000000	8719.500000	146
R04C10	1321350646.000000	8799.500000	143
R04C10	1321351762.000000	9271.000000	148
R04C10	1321352884.000000	9327.500000	139
R04C10	1321354004.000000	9588.500000	132
R04C10	1321355130.000000	8508.000000	143
R04C10	1321356256.000000	9420.000000	138
R04C10	1321357382.000000	9674.500000	141
R04C10	1321358512.000000	10830.500000	139
R04C10	1321359640.000000	9755.000000	148
R04C10	1321360764.000000	12180.000000	143
R04C10	1321361894.000000	10653.000000	135
R04C10	1321363018.000000	11121.000000	142
R04C10	1321364148.000000	12117.000000	135
R04C10	1321365284.000000	11871.500000	143
R04C10	1321366420.000000	14878.000000	134
R04C10	1321367550.000000	13252.000000	137
R04C10	1321368676.000000	14180.000000	138
R04C10	1321369802.000000	14680.000000	138
