1.321350222000000000e+09	1.560000000000000000e+02	8.200000000000000000e+01	1.420000000000000000e+02	0.000000000000000000e+00	8.600000000000000000e+01	1.820000000000000000e+02	1.000000000000000000e+01	4.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	6.400000000000000000e+01	1.290000000000000000e+02	6.400000000000000000e+01	3.300000000000000000e+01	0.000000000000000000e+00	1.240000000000000000e+02	6.400000000000000000e+01	2.430000000000000000e+02	5.200000000000000000e+01	1.700000000000000000e+01	6.700000000000000000e+01	0.000000000000000000e+00	1.100000000000000000e+02	6.800000000000000000e+01	5.000000000000000000e+01	3.900000000000000000e+01	1.800000000000000000e+01	0.000000000000000000e+00	1.320000000000000000e+02	1.680000000000000000e+02	7.000000000000000000e+00	4.000000000000000000e+01	9.400000000000000000e+01	1.160000000000000000e+02	3.820000000000000000e+02	2.900000000000000000e+01	3.630000000000000000e+02	3.600000000000000000e+01	4.600000000000000000e+01	1.970000000000000000e+02	1.190000000000000000e+02	1.900000000000000000e+01	1.560000000000000000e+02	8.800000000000000000e+01	9.300000000000000000e+01	0.000000000000000000e+00	2.050000000000000000e+02	4.700000000000000000e+01	8.400000000000000000e+01	2.900000000000000000e+01	0.000000000000000000e+00	3.600000000000000000e+01	6.900000000000000000e+01	1.900000000000000000e+02	1.140000000000000000e+02	0.000000000000000000e+00	2.090000000000000000e+02	0.000000000000000000e+00	7.600000000000000000e+01	2.800000000000000000e+01	5.000000000000000000e+00	1.900000000000000000e+02	9.400000000000000000e+01	2.000000000000000000e+01	5.430000000000000000e+02	1.500000000000000000e+01	1.780000000000000000e+02	1.400000000000000000e+02	4.200000000000000000e+01	8.300000000000000000e+01	3.060000000000000000e+02	8.000000000000000000e+01	1.530000000000000000e+02	5.894000000000000000e+03
1.321351342000000000e+09	1.060000000000000000e+02	1.850000000000000000e+02	1.540000000000000000e+02	0.000000000000000000e+00	9.100000000000000000e+01	2.050000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+01	6.500000000000000000e+01	1.120000000000000000e+02	7.500000000000000000e+01	3.600000000000000000e+01	7.000000000000000000e+00	2.080000000000000000e+02	8.400000000000000000e+01	1.680000000000000000e+02	8.600000000000000000e+01	2.700000000000000000e+01	7.400000000000000000e+01	9.000000000000000000e+01	1.350000000000000000e+02	6.000000000000000000e+01	1.560000000000000000e+02	6.400000000000000000e+01	4.100000000000000000e+01	1.100000000000000000e+01	1.120000000000000000e+02	1.700000000000000000e+02	2.500000000000000000e+01	8.500000000000000000e+01	4.300000000000000000e+01	1.100000000000000000e+02	3.950000000000000000e+02	2.700000000000000000e+01	1.620000000000000000e+02	1.020000000000000000e+02	8.100000000000000000e+01	1.540000000000000000e+02	1.150000000000000000e+02	4.200000000000000000e+01	1.030000000000000000e+02	8.500000000000000000e+01	1.150000000000000000e+02	9.000000000000000000e+00	1.890000000000000000e+02	2.700000000000000000e+01	5.900000000000000000e+01	4.900000000000000000e+01	0.000000000000000000e+00	1.270000000000000000e+02	8.100000000000000000e+01	2.200000000000000000e+02	8.500000000000000000e+01	0.000000000000000000e+00	2.040000000000000000e+02	0.000000000000000000e+00	8.700000000000000000e+01	5.500000000000000000e+01	7.400000000000000000e+01	1.930000000000000000e+02	4.500000000000000000e+01	0.000000000000000000e+00	3.730000000000000000e+02	4.600000000000000000e+01	1.660000000000000000e+02	1.990000000000000000e+02	6.000000000000000000e+01	1.180000000000000000e+02	1.150000000000000000e+02	1.120000000000000000e+02	1.650000000000000000e+02	6.788000000000000000e+03
1.321352460000000000e+09	9.200000000000000000e+01	1.270000000000000000e+02	1.390000000000000000e+02	0.000000000000000000e+00	9.600000000000000000e+01	1.360000000000000000e+02	2.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.300000000000000000e+01	6.200000000000000000e+01	1.380000000000000000e+02	6.000000000000000000e+01	4.700000000000000000e+01	0.000000000000000000e+00	1.880000000000000000e+02	9.700000000000000000e+01	2.830000000000000000e+02	8.700000000000000000e+01	2.800000000000000000e+01	5.800000000000000000e+01	0.000000000000000000e+00	1.110000000000000000e+02	8.000000000000000000e+01	7.200000000000000000e+01	7.300000000000000000e+01	5.600000000000000000e+01	0.000000000000000000e+00	1.520000000000000000e+02	1.660000000000000000e+02	2.500000000000000000e+01	8.500000000000000000e+01	1.440000000000000000e+02	9.600000000000000000e+01	4.390000000000000000e+02	4.100000000000000000e+01	1.670000000000000000e+02	5.200000000000000000e+01	5.100000000000000000e+01	1.520000000000000000e+02	1.050000000000000000e+02	4.400000000000000000e+01	1.860000000000000000e+02	6.800000000000000000e+01	1.380000000000000000e+02	1.400000000000000000e+01	2.010000000000000000e+02	2.300000000000000000e+01	7.600000000000000000e+01	6.100000000000000000e+01	0.000000000000000000e+00	3.400000000000000000e+01	1.220000000000000000e+02	2.740000000000000000e+02	7.200000000000000000e+01	0.000000000000000000e+00	2.680000000000000000e+02	0.000000000000000000e+00	2.730000000000000000e+02	0.000000000000000000e+00	8.700000000000000000e+01	9.100000000000000000e+01	1.890000000000000000e+02	0.000000000000000000e+00	5.920000000000000000e+02	4.500000000000000000e+01	1.380000000000000000e+02	1.400000000000000000e+02	9.100000000000000000e+01	9.000000000000000000e+01	2.140000000000000000e+02	1.990000000000000000e+02	1.600000000000000000e+02	7.542000000000000000e+03
1.321353580000000000e+09	8.000000000000000000e+01	1.080000000000000000e+02	1.600000000000000000e+02	0.000000000000000000e+00	7.400000000000000000e+01	1.630000000000000000e+02	0.000000000000000000e+00	2.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.000000000000000000e+00	5.400000000000000000e+01	1.150000000000000000e+02	6.700000000000000000e+01	3.100000000000000000e+01	0.000000000000000000e+00	1.490000000000000000e+02	9.400000000000000000e+01	8.300000000000000000e+01	4.900000000000000000e+01	3.700000000000000000e+01	5.700000000000000000e+01	6.400000000000000000e+01	1.060000000000000000e+02	6.900000000000000000e+01	8.500000000000000000e+01	9.300000000000000000e+01	4.900000000000000000e+01	0.000000000000000000e+00	1.270000000000000000e+02	1.590000000000000000e+02	2.900000000000000000e+01	7.400000000000000000e+01	2.720000000000000000e+02	1.440000000000000000e+02	4.180000000000000000e+02	3.800000000000000000e+01	3.070000000000000000e+02	6.800000000000000000e+01	6.700000000000000000e+01	1.770000000000000000e+02	8.500000000000000000e+01	4.600000000000000000e+01	1.490000000000000000e+02	7.400000000000000000e+01	9.800000000000000000e+01	2.000000000000000000e+01	1.570000000000000000e+02	2.900000000000000000e+01	4.100000000000000000e+01	8.400000000000000000e+01	0.000000000000000000e+00	3.900000000000000000e+01	5.600000000000000000e+01	1.700000000000000000e+02	1.080000000000000000e+02	0.000000000000000000e+00	2.290000000000000000e+02	1.500000000000000000e+01	8.500000000000000000e+01	4.700000000000000000e+01	5.800000000000000000e+01	1.720000000000000000e+02	9.600000000000000000e+01	0.000000000000000000e+00	3.640000000000000000e+02	4.000000000000000000e+01	1.650000000000000000e+02	1.290000000000000000e+02	5.700000000000000000e+01	2.270000000000000000e+02	2.050000000000000000e+02	1.570000000000000000e+02	9.900000000000000000e+01	6.283000000000000000e+03
1.321354704000000000e+09	9.800000000000000000e+01	9.200000000000000000e+01	1.320000000000000000e+02	0.000000000000000000e+00	1.010000000000000000e+02	1.270000000000000000e+02	0.000000000000000000e+00	3.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.500000000000000000e+01	1.050000000000000000e+02	1.490000000000000000e+02	6.900000000000000000e+01	3.400000000000000000e+01	1.700000000000000000e+01	1.910000000000000000e+02	9.800000000000000000e+01	2.450000000000000000e+02	9.200000000000000000e+01	3.400000000000000000e+01	6.900000000000000000e+01	6.400000000000000000e+01	9.400000000000000000e+01	8.700000000000000000e+01	1.790000000000000000e+02	1.030000000000000000e+02	5.400000000000000000e+01	1.800000000000000000e+01	2.330000000000000000e+02	1.800000000000000000e+02	2.800000000000000000e+01	6.900000000000000000e+01	9.000000000000000000e+01	1.530000000000000000e+02	4.530000000000000000e+02	4.200000000000000000e+01	2.910000000000000000e+02	5.900000000000000000e+01	1.050000000000000000e+02	1.970000000000000000e+02	1.160000000000000000e+02	5.600000000000000000e+01	2.610000000000000000e+02	6.900000000000000000e+01	1.250000000000000000e+02	1.800000000000000000e+01	1.120000000000000000e+02	2.900000000000000000e+01	4.200000000000000000e+01	5.800000000000000000e+01	0.000000000000000000e+00	1.230000000000000000e+02	6.900000000000000000e+01	1.830000000000000000e+02	1.010000000000000000e+02	0.000000000000000000e+00	2.470000000000000000e+02	0.000000000000000000e+00	2.230000000000000000e+02	3.900000000000000000e+01	6.400000000000000000e+01	2.430000000000000000e+02	1.050000000000000000e+02	3.200000000000000000e+01	5.740000000000000000e+02	4.400000000000000000e+01	1.620000000000000000e+02	1.230000000000000000e+02	5.200000000000000000e+01	1.610000000000000000e+02	1.710000000000000000e+02	1.710000000000000000e+02	1.140000000000000000e+02	6.925000000000000000e+03
1.321355832000000000e+09	1.640000000000000000e+02	6.600000000000000000e+01	1.760000000000000000e+02	0.000000000000000000e+00	9.500000000000000000e+01	1.730000000000000000e+02	0.000000000000000000e+00	4.100000000000000000e+01	0.000000000000000000e+00	4.500000000000000000e+01	2.200000000000000000e+01	9.700000000000000000e+01	1.840000000000000000e+02	1.010000000000000000e+02	3.600000000000000000e+01	2.000000000000000000e+01	1.920000000000000000e+02	1.060000000000000000e+02	1.710000000000000000e+02	8.100000000000000000e+01	3.400000000000000000e+01	1.680000000000000000e+02	6.800000000000000000e+01	1.280000000000000000e+02	1.060000000000000000e+02	7.100000000000000000e+01	5.700000000000000000e+01	6.400000000000000000e+01	2.100000000000000000e+01	1.410000000000000000e+02	2.420000000000000000e+02	3.100000000000000000e+01	8.900000000000000000e+01	6.500000000000000000e+01	1.170000000000000000e+02	5.390000000000000000e+02	4.600000000000000000e+01	1.960000000000000000e+02	9.200000000000000000e+01	6.600000000000000000e+01	2.060000000000000000e+02	9.800000000000000000e+01	4.400000000000000000e+01	1.370000000000000000e+02	9.100000000000000000e+01	1.390000000000000000e+02	1.800000000000000000e+01	1.270000000000000000e+02	3.100000000000000000e+01	6.800000000000000000e+01	6.300000000000000000e+01	0.000000000000000000e+00	1.110000000000000000e+02	1.410000000000000000e+02	2.500000000000000000e+02	1.860000000000000000e+02	0.000000000000000000e+00	2.740000000000000000e+02	0.000000000000000000e+00	2.480000000000000000e+02	3.800000000000000000e+01	7.600000000000000000e+01	8.500000000000000000e+01	1.040000000000000000e+02	0.000000000000000000e+00	7.660000000000000000e+02	5.100000000000000000e+01	1.850000000000000000e+02	1.670000000000000000e+02	6.300000000000000000e+01	1.060000000000000000e+02	2.300000000000000000e+02	1.580000000000000000e+02	1.990000000000000000e+02	7.711000000000000000e+03
1.321356952000000000e+09	1.210000000000000000e+02	1.260000000000000000e+02	1.160000000000000000e+02	0.000000000000000000e+00	1.280000000000000000e+02	1.880000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	2.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.150000000000000000e+02	2.230000000000000000e+02	1.240000000000000000e+02	3.900000000000000000e+01	0.000000000000000000e+00	1.980000000000000000e+02	1.220000000000000000e+02	1.330000000000000000e+02	6.400000000000000000e+01	2.500000000000000000e+01	8.300000000000000000e+01	3.600000000000000000e+01	1.490000000000000000e+02	1.240000000000000000e+02	4.900000000000000000e+01	5.200000000000000000e+01	6.400000000000000000e+01	0.000000000000000000e+00	1.080000000000000000e+02	2.150000000000000000e+02	3.000000000000000000e+01	8.800000000000000000e+01	7.900000000000000000e+01	1.040000000000000000e+02	5.740000000000000000e+02	8.000000000000000000e+01	2.880000000000000000e+02	7.900000000000000000e+01	1.050000000000000000e+02	2.640000000000000000e+02	1.440000000000000000e+02	5.500000000000000000e+01	1.730000000000000000e+02	1.460000000000000000e+02	1.360000000000000000e+02	2.000000000000000000e+01	8.700000000000000000e+01	0.000000000000000000e+00	1.310000000000000000e+02	7.700000000000000000e+01	0.000000000000000000e+00	6.800000000000000000e+01	8.400000000000000000e+01	3.270000000000000000e+02	8.900000000000000000e+01	0.000000000000000000e+00	2.580000000000000000e+02	0.000000000000000000e+00	2.960000000000000000e+02	1.080000000000000000e+02	8.300000000000000000e+01	2.840000000000000000e+02	1.300000000000000000e+02	0.000000000000000000e+00	5.530000000000000000e+02	5.700000000000000000e+01	2.560000000000000000e+02	2.090000000000000000e+02	5.700000000000000000e+01	2.720000000000000000e+02	1.660000000000000000e+02	2.110000000000000000e+02	2.330000000000000000e+02	8.488000000000000000e+03
1.321358088000000000e+09	1.100000000000000000e+02	1.110000000000000000e+02	1.620000000000000000e+02	0.000000000000000000e+00	1.130000000000000000e+02	1.570000000000000000e+02	0.000000000000000000e+00	3.100000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.600000000000000000e+01	8.300000000000000000e+01	1.740000000000000000e+02	1.150000000000000000e+02	3.900000000000000000e+01	2.200000000000000000e+01	1.860000000000000000e+02	9.400000000000000000e+01	2.730000000000000000e+02	6.200000000000000000e+01	3.800000000000000000e+01	6.800000000000000000e+01	8.000000000000000000e+01	1.170000000000000000e+02	9.500000000000000000e+01	8.700000000000000000e+01	5.300000000000000000e+01	6.300000000000000000e+01	2.600000000000000000e+01	1.610000000000000000e+02	2.380000000000000000e+02	2.900000000000000000e+01	7.800000000000000000e+01	7.000000000000000000e+01	1.400000000000000000e+02	5.160000000000000000e+02	7.800000000000000000e+01	4.350000000000000000e+02	1.130000000000000000e+02	8.200000000000000000e+01	2.290000000000000000e+02	1.350000000000000000e+02	6.300000000000000000e+01	2.950000000000000000e+02	8.700000000000000000e+01	1.760000000000000000e+02	2.000000000000000000e+01	1.060000000000000000e+02	4.600000000000000000e+01	7.000000000000000000e+01	6.500000000000000000e+01	0.000000000000000000e+00	1.010000000000000000e+02	1.120000000000000000e+02	2.360000000000000000e+02	1.040000000000000000e+02	1.900000000000000000e+01	2.790000000000000000e+02	0.000000000000000000e+00	2.590000000000000000e+02	8.400000000000000000e+01	7.000000000000000000e+01	1.980000000000000000e+02	1.550000000000000000e+02	0.000000000000000000e+00	6.420000000000000000e+02	4.500000000000000000e+01	2.180000000000000000e+02	1.720000000000000000e+02	7.700000000000000000e+01	1.010000000000000000e+02	2.420000000000000000e+02	1.700000000000000000e+02	1.680000000000000000e+02	7.708000000000000000e+03
1.321359214000000000e+09	1.120000000000000000e+02	1.210000000000000000e+02	1.750000000000000000e+02	0.000000000000000000e+00	1.420000000000000000e+02	2.260000000000000000e+02	3.700000000000000000e+01	3.700000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.400000000000000000e+01	1.820000000000000000e+02	1.110000000000000000e+02	3.400000000000000000e+01	1.800000000000000000e+01	1.640000000000000000e+02	1.140000000000000000e+02	2.670000000000000000e+02	5.600000000000000000e+01	0.000000000000000000e+00	7.700000000000000000e+01	8.700000000000000000e+01	1.140000000000000000e+02	1.290000000000000000e+02	1.920000000000000000e+02	5.400000000000000000e+01	6.300000000000000000e+01	2.200000000000000000e+01	2.870000000000000000e+02	2.560000000000000000e+02	3.000000000000000000e+01	6.000000000000000000e+01	1.330000000000000000e+02	1.770000000000000000e+02	5.640000000000000000e+02	6.500000000000000000e+01	2.280000000000000000e+02	1.190000000000000000e+02	9.900000000000000000e+01	2.410000000000000000e+02	1.370000000000000000e+02	4.200000000000000000e+01	3.210000000000000000e+02	1.150000000000000000e+02	1.470000000000000000e+02	2.200000000000000000e+01	1.190000000000000000e+02	2.900000000000000000e+01	1.000000000000000000e+02	5.000000000000000000e+01	4.700000000000000000e+01	8.200000000000000000e+01	1.350000000000000000e+02	4.870000000000000000e+02	1.250000000000000000e+02	0.000000000000000000e+00	2.720000000000000000e+02	0.000000000000000000e+00	1.850000000000000000e+02	4.500000000000000000e+01	7.700000000000000000e+01	2.170000000000000000e+02	1.600000000000000000e+02	0.000000000000000000e+00	8.580000000000000000e+02	4.700000000000000000e+01	1.790000000000000000e+02	1.850000000000000000e+02	7.600000000000000000e+01	1.900000000000000000e+02	2.770000000000000000e+02	1.500000000000000000e+02	1.590000000000000000e+02	8.340000000000000000e+03
1.321360340000000000e+09	1.180000000000000000e+02	1.180000000000000000e+02	2.170000000000000000e+02	0.000000000000000000e+00	1.210000000000000000e+02	1.970000000000000000e+02	3.600000000000000000e+01	2.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.600000000000000000e+01	1.170000000000000000e+02	1.860000000000000000e+02	1.260000000000000000e+02	5.500000000000000000e+01	2.300000000000000000e+01	2.420000000000000000e+02	1.130000000000000000e+02	1.050000000000000000e+02	1.190000000000000000e+02	2.300000000000000000e+01	1.050000000000000000e+02	1.310000000000000000e+02	1.180000000000000000e+02	1.310000000000000000e+02	9.700000000000000000e+01	5.700000000000000000e+01	6.300000000000000000e+01	2.200000000000000000e+01	1.100000000000000000e+02	2.700000000000000000e+02	3.700000000000000000e+01	9.700000000000000000e+01	9.800000000000000000e+01	2.130000000000000000e+02	6.370000000000000000e+02	8.500000000000000000e+01	2.750000000000000000e+02	1.280000000000000000e+02	9.400000000000000000e+01	2.650000000000000000e+02	1.540000000000000000e+02	6.100000000000000000e+01	3.320000000000000000e+02	1.490000000000000000e+02	1.690000000000000000e+02	2.000000000000000000e+01	2.270000000000000000e+02	2.500000000000000000e+01	9.700000000000000000e+01	5.200000000000000000e+01	3.100000000000000000e+01	1.380000000000000000e+02	1.210000000000000000e+02	2.520000000000000000e+02	2.110000000000000000e+02	1.300000000000000000e+01	3.150000000000000000e+02	0.000000000000000000e+00	1.550000000000000000e+02	5.700000000000000000e+01	7.500000000000000000e+01	2.710000000000000000e+02	1.290000000000000000e+02	0.000000000000000000e+00	5.890000000000000000e+02	4.800000000000000000e+01	2.000000000000000000e+02	1.830000000000000000e+02	1.770000000000000000e+02	1.390000000000000000e+02	2.570000000000000000e+02	1.900000000000000000e+02	1.850000000000000000e+02	9.088000000000000000e+03
