"Intercept" "Rate"
59.8228399685405 0.229236337300415
157.670319337197 0.131446771767025
108.102660846316 0.185294768769822
168.874282766757 0.157681819081519
250.39289394194 0.084391893195836
217.775364832702 0.102760907774669
78.4708557485388 0.125026865666331
137.734895533218 0.152561779876248
121.176005938085 0.174985675215492
122.463972766406 0.179284174096823
80.0604598347959 0.179627028521539
39.2079909975362 0.248127337238241
107.968896647835 0.234273940997708
135.784712518925 0.192109879329745
151.38474662615 0.193622248061399
148.713725975498 0.186889133919818
65.334403857549 0.227620366411113
81.7993670224216 0.239648129790857
128.20871231772 0.180515039506621
83.7042927412471 0.243470841150978
196.822889907556 0.211148756855352
133.521244546712 0.196960164234442
176.047315864316 0.205710818505836
109.626431380128 0.180892763216976
63.6000777957817 0.267962957886984
120.567727742972 0.193476471866785
110.176602109663 0.177537094374928
7.52997295765789 0.0221956308584977
36.9671617216133 0.277468197851894
81.2496185824286 0.26219308869635
146.558030586211 0.135092010796418
89.5804601478787 0.260318488361759
104.722409320266 0.163107279826566
117.045241908307 0.181302264394793
124.53848075026 0.161810097557217
73.3841793376055 0.201731796877105
101.836927956382 0.180409903490043
112.866072023379 0.203039255168014
129.908200224431 0.191807933192999
39.3381534388794 0.249703141557693
100.14982665532 0.243263952528174
105.535111086037 0.223104905305698
49.8339928363024 0.243995368556461
10.5193375846217 0.00785531326069447
69.6984334805157 0.158004669890406
115.645621350793 0.202376054179315
126.856845418476 0.208755021366993
118.233542139862 0.192274345563118
156.708261854601 0.10700226765787
154.496516073929 0.161166558275389
27.0866540981203 0.321905497536001
217.319604584701 0.183572687247294
145.256970017547 0.192365448253801
139.496106243681 0.185173870507581
84.6146721199969 0.182856652725388
39.3886461198551 0.240458693526044
63.9684173126789 0.229326011362679
15.6501735857055 0.0244144495325464
110.683698448395 0.18311812156987
45.5277048253664 0.207059807466044
70.5881680917131 0.271111041363001
116.459881787961 0.24319091499552
45.5550997711647 0.230301245384164
73.3964863446944 0.192588559764569
96.2150405188581 0.216343245611445
145.266844360629 0.182439640587167
133.069540444367 0.168088608154143
129.928616252916 0.193418755013041
118.467715840476 0.228411943907315
47.4237010528878 0.256125505072828
114.488941657286 0.180909720640149
148.191002128344 0.17006430998531
192.480211417112 0.192307367128459
121.599405853412 0.197463653533825
145.375027066284 0.171007738955715
6.63411641388519 0.0116191213654329
56.8954386292089 0.254711485422482
145.517146141027 0.226362129111575
103.474629210469 0.172959784222577
10.0383672869305 0.00831923457295594
9.88562181240788 0.106689576006928
12.5018050512732 0.00683237272252654
115.141643450504 0.208777550370884
116.224831138203 0.191095198228907
10.4600344212751 0.0515222303139261
156.902920617798 0.212270703381783
53.7038765938607 0.225029348908926
114.190903832358 0.159997120197284
105.288331693838 0.196726655292466
68.0664849280922 0.225141929485773
158.124617467675 0.166029187095077
87.8999507929765 0.212315680794019
167.420070584606 0.124726656222415
96.651665611561 0.220983425359922
87.3573491567523 0.216778839710955
134.032754045128 0.0799074038032878
98.003542735495 0.205082816067322
62.0183605373417 0.208954130778204
143.242748231996 0.162069744872129
107.519075608833 0.175325852628619
