"r" "x0" "tau"
0.331884874846921 58.9784424876517 0.000184690727063651
0.403941087488518 47.0909804990874 0.000232419031882264
0.382495829160168 54.6974383366355 0.000210925302752352
0.321578977488992 66.5117365478569 0.000131326890316116
0.390527665421918 49.7099139000986 0.000205696215126796
0.32002984356768 70.7877742527753 0.000149575499188243
0.428307288525373 42.1908362551756 0.000151110204654437
0.364050151964075 54.7143950673754 0.000217147569425578
0.322222433369273 68.0805904374144 0.000261182933019018
0.278388246448543 78.8006434732478 0.00020433726368754
0.291267694101765 69.4577475487692 9.59754755092526e-05
0.320907728018092 73.2558032019022 0.000235883981368023
0.323139040210103 63.7808674734228 0.000208324376976265
0.311893057072792 74.7239062363913 0.00031641781015668
0.306132791482104 72.2289063108108 0.000239240246584969
0.318140521605219 69.8632315604693 0.000352455621162684
0.363904613507171 54.1555805669442 0.000474259819969338
0.31878927346731 68.0146585178815 0.000355902214195633
0.365481833981518 57.1020734940847 0.000209556961884828
0.363411804041865 52.767494352043 0.00022690802171876
0.336224680831638 65.2928469639024 0.000338381953150365
0.341503871261862 67.4383567795182 0.000201912910247489
0.241097926490395 99.9380750376833 0.000320431057535509
0.452503409081657 36.6996052800828 0.000168449354009189
0.31886871584626 68.6890549090336 0.000256141423957299
0.318340307028541 63.0099480657439 0.000220621642093564
0.32899021981839 63.1828297241627 0.000417699570605384
0.346137323671824 60.2572514440031 0.000297931443527747
0.287112592056906 76.2807840121261 0.00022505454473082
0.243487251362263 99.2086701909229 0.000276518769319549
0.289779899071145 70.1531255010805 0.000215460894372072
0.288226905084413 86.1614353276699 0.000246886513836105
0.331832221319982 62.705325712933 0.000284779131535714
0.359407005931677 52.6540474534098 0.00026674433344859
0.312209681526013 55.3622178792617 0.000189379605419715
0.381877491503798 53.7957334298071 0.000119351675741312
0.373900719533114 54.5471530068523 0.000191353905368664
0.283265666527926 76.3153789479254 0.000193803126289372
0.300066726835381 66.7301193240797 0.000228472935656168
0.342840121590548 60.4026264344363 0.000280789834784105
0.26280374719151 83.1296488919108 0.00031325362375364
0.2928683017805 75.0932351112962 0.000437943404382799
0.401159957516606 48.1861185194109 0.00025551955657007
0.366859368439153 56.8322390028946 0.000291741264038421
0.357910802520963 57.9232223489276 0.000278633241032625
0.330774613096654 65.5615748492385 0.00034611262079938
0.358992401800851 56.5175237056004 0.000221234211968182
0.395177140631555 48.7451891729366 0.000164853859528368
0.324242926858916 66.5674292613221 0.000196668435024616
0.333996828510308 65.3976101565699 0.00026350151922703
0.372006526409381 54.0597872058132 0.000286971813001842
0.451079305013749 33.2755959981081 0.000198117034672952
0.319126923161728 67.3813461605117 0.000304405684269658
0.311836183770461 71.1289997113362 0.000443304371886168
0.301910643889593 77.7161963407762 0.000311176343117095
0.315680608542489 71.9150657533438 0.000230314770243984
0.347635991682446 56.0964767409775 0.000209164549931794
0.348791635782704 60.2534948524803 0.000412861575676012
0.332188945871025 60.7574562399834 0.000259283191180177
0.346842553179566 61.5892970022077 0.000301594820734788
0.311713607662761 67.6169762509702 0.000225728700107884
0.388627522611378 49.0032194772674 0.000391683294192688
0.275846255104886 74.3322942249907 0.000275543017001018
0.387457410252986 48.8324115433087 0.000278511600228534
0.277818004114644 92.161719793389 0.000183552163304733
0.316228055843857 59.9563522553164 0.00019449509654454
0.255324081025507 79.8068143687526 0.000409166350746982
0.31061599271251 67.4404195967352 0.000254144375886048
0.363253546102237 56.157665819548 0.000489455912587225
0.30757976675849 78.1038624672882 0.000258798605127529
0.356372378933747 55.4046100763809 0.000210105286545469
0.351993511219527 53.921240819886 0.000280316952188452
0.319165644485649 68.5350569951271 0.000142639574237619
0.3500474090944 53.73440596563 0.00015305807992949
0.294175814212428 61.6166017091594 0.000165879066397497
0.297865651323458 79.0929443616345 0.000257132049991562
0.334553142830266 65.0714094919123 0.000224313412551793
0.346411455248187 55.0891597753901 0.000251019095167967
0.319162359183614 69.6249303267102 0.000216336247400793
0.445860298963425 38.1025823707549 0.000236216720855327
0.333151963267449 67.504025371634 0.000234346535981694
0.349861573109863 58.5735688554954 0.000112698266250218
0.379840009107422 53.8763664608732 0.000262463608425546
0.367345518474569 58.7959771269037 0.000203791478597662
0.321535595839183 74.9975277124799 0.000109224675739345
0.240212591676898 86.5898098332284 0.000261003243302757
0.323721098227012 61.9070411310888 0.000295023711906058
0.5096626918488 29.023609208837 0.000151516315266097
0.388456118993595 53.9870246891689 0.000278971012690235
0.359022916674476 57.0938323317811 0.000348756286950507
0.319809103185167 71.9078778024051 0.000175674358320937
0.312237148891097 67.595567023455 0.000101477480091598
0.410148706440994 44.5613241539301 0.000323194506756848
0.401519224471892 46.7700561216672 0.000177521942008026
0.325732719956263 69.8285083802864 0.000279665308340898
0.354344594788796 58.0716209016622 0.000147600121589242
0.281774076572961 81.7955911603195 0.000200215649087709
0.323420550461568 63.0586129054558 0.000256679253076962
0.30909889725553 71.0883327955283 0.000202697642931707
0.292621714530666 74.2264988901213 0.000203275647816265
0.356834498845083 52.1597604827115 0.000273264817094811
0.363373794481826 55.7935981390054 0.000294284153968578
0.339885932666158 60.8646374798074 0.000306698593703586
0.304427056823297 70.3399002345684 0.000137934935958382
0.390978857790013 46.5219943916585 0.000276922176102579
0.268093739806954 86.0482260381455 0.00023677693172445
0.323102616742968 63.1293088689676 0.000217031952175356
