"K" "r"
5683.07265841545 0.237301659769922
6301.57897770398 0.31445194887862
7136.34274759389 0.337886590495227
8717.04921888632 0.320153337337854
7833.61685039258 0.298630289984805
7164.00037605421 0.207101260397271
5717.2162819463 0.188889420577233
5190.83199419591 0.183237015289777
5659.47029846442 0.184710724594688
5231.84692899755 0.145478567359622
5182.26072141601 0.140167872897083
6590.46645700147 0.250575851831641
6751.22584532181 0.224556229981624
6405.13556631792 0.234087744311878
8926.44913612842 0.276247728019389
9048.1308214135 0.231702831420291
8781.37779130623 0.221543720407896
9146.6548078147 0.283051451033071
8120.19245941827 0.302122567894216
11145.0160329383 0.328150914322529
13572.9625484492 0.243873329090813
14203.7913366951 0.265571259235402
18571.8504207515 0.340665303630439
16622.5610523194 0.353863262022624
14624.1507280666 0.378591582952806
14555.5728694364 0.454797569635374
15620.8148095331 0.457858475443162
10463.0229009262 0.784806621844598
10865.814904385 0.77844031496923
10815.5679631963 0.664539248125779
15063.806767941 0.671865229632627
17982.2895400479 0.697568458210759
14290.6777340533 0.597005586819584
12814.5273146242 0.590543166488272
14634.7922417988 0.472474235489265
17404.2952100926 0.384930392628765
19835.413912361 0.426545150171928
16850.3469827166 0.52028994019868
18372.3055353147 0.486212533309603
19465.8075926638 0.347175013448881
16616.4442282524 0.263088725833043
13879.3488785992 0.418836127037653
9496.95818758749 0.530084580704635
12569.6579546737 0.393874872245826
10681.1784865845 0.431004908780672
6747.08342757053 0.328839512909327
8269.84503792192 0.449189114652153
9401.23245690355 0.515453159223493
9538.77472327809 0.420948248227872
8117.88407073803 0.481568089444254
9650.48695981931 0.450773029048016
10811.0330031315 0.469877106736591
8138.99041071487 0.364148748534003
7726.43054696139 0.251949958732771
7737.24957661723 0.270183133191168
5645.0006913919 0.193504635159829
6035.20218073726 0.19346754103025
5556.78226221828 0.253530606323703
5757.44203665839 0.224709101266488
6186.01405648264 0.2797421122893
5438.74923466065 0.252967280338088
5340.68189643725 0.183423065186207
5805.43597761413 0.203395259326246
8546.71516902392 0.250322332242837
7436.94191086131 0.37123546151434
5692.06475027627 0.406108272634524
5297.28291707044 0.528386127873486
5544.35884117422 0.601243915234947
5912.13959305625 0.613637469462972
5529.59156097002 0.509107836917621
8101.59987173359 0.655917795236668
11792.240409392 0.449770655834579
12530.3805082522 0.367308288728862
13821.0794899466 0.487608715065063
12834.9012007214 0.420827278320436
9010.68379442682 0.421863112612065
5668.02672412787 0.310221816591296
5293.24076141793 0.526645513132387
5505.20950441609 0.508583252077408
7215.6837335431 0.405265267987271
7736.67396564249 0.387208533796122
6299.36441968991 0.490923423276845
6501.13436233677 0.473419325217824
5337.37787343029 0.561934525650461
6306.50306645158 0.651396577153512
6715.17367753992 0.514923208515724
6492.23670089172 0.585633415081629
6150.30503821233 0.562896879173388
5682.06792544942 0.708329235033968
6467.57330211998 0.606903055944561
5964.95706249949 0.914217040745944
5014.14590280947 0.680900602504867
5987.81749239 0.643297648841154
9397.0509724817 0.457112317095936
8016.02113867229 0.483141152614299
8650.05942640624 0.466928593174893
8542.51867072304 0.407504377434372
11402.0444818214 0.315923817962816
8300.03900973744 0.284482682684557
9953.75940361749 0.32221133098641
7003.3910489164 0.32951057956173
7550.73226756974 0.425913383790865
5093.60813944941 0.485918410366738
6692.07466771433 0.510398342130298
8570.33008472332 0.355971536219835
14053.6858644137 0.415964496516355
18149.8531029026 0.672726607168678
16163.2967652627 0.656654944644365
14433.3760898923 0.597760413253207
13598.877512442 0.597142124064388
9813.55978820973 0.431376176190516
16298.3089866039 0.440106460049956
16330.0357882194 0.379232143034338
14340.7547471261 0.384174624575018
18402.5143374038 0.350887564131748
18799.0650312103 0.533112855399467
13700.7818690012 0.532755372858468
9904.42368696813 0.684971702531047
7666.99242713966 0.471840383381891
11232.7376177937 0.5403565367379
14102.8762554194 0.537928676428186
10086.9818611287 0.647428056915488
7941.35024827222 0.677551345000021
7512.0514949413 0.519268474603498
6826.86807908392 0.367068499976027
6724.85869495367 0.28998115108231
7175.05770639493 0.315900040575757
8034.15895185216 0.33644469832423
5585.11709569167 0.345019041422073
5376.94923471334 0.341319175187629
6514.66683701174 0.354169230780189
6927.0921715956 0.459434274722521
5137.98380800913 0.476319568309502
5240.32887305711 0.576089130680741
5676.63443855368 0.607993028737754
5082.83536673901 0.346960270673168
6559.01627107743 0.42829284950969
5227.01813035961 0.390822483566377
7261.95570523216 0.406193450485557
7671.26622594989 0.403877069038299
8502.96788515272 0.534701463861472
5594.32841802937 0.585817659011345
5150.85877533096 0.665658807170046
5196.4017273205 0.713440720860228
6584.89542100112 0.476331833764813
5203.99001778937 0.498271921418072
5528.27622541149 0.378553542215376
6034.61233474062 0.438365746118269
5305.99107628324 0.302523589837533
5673.89657216063 0.285887063225759
5624.54279190724 0.274182117983395
5332.76330192545 0.326707412010143
7122.97185091626 0.410847570366449
7245.89255966587 0.355028099012129
6295.18205988299 0.417397747673335
7813.85769480332 0.610398842288551
6679.3762883327 0.607024298289224
7440.01024741537 0.44631075125238
8166.10162876848 0.54411970484925
7586.62457944727 0.649199502042219
6440.09001432671 0.534172572655381
5951.71788655708 0.447446775437701
6744.33233358989 0.542786947040634
6174.56299576625 0.447540662937517
5912.37611107822 0.760405767779102
6198.72470598591 0.458702784790643
5100.41945442793 0.419177948534994
7039.67857795141 0.377183268287852
5227.94137841188 0.325753246160184
5833.35817592691 0.467085537377221
7245.1413744101 0.35556908175368
7420.68542520874 0.399542419443581
10015.9132906104 0.509709626990359
6741.44225162008 0.463273493701389
5469.16166968947 0.512274946933445
6200.47607990638 0.497820683455298
6435.20154626937 0.397843833551298
6893.48979990081 0.508515696277684
6571.83992421264 0.4726539462708
5127.46571880325 0.490153349177064
5803.72926591483 0.456877650104037
7462.88984133181 0.471280923657181
6919.03000155383 0.48132317793207
8739.55499846734 0.446051208566501
13773.9599313756 0.356977739706377
14191.2382560197 0.503416741700014
9108.70045101818 0.436294828399583
8577.2711228486 0.33949000285645
9426.68248352648 0.30789490670498
5573.31443903391 0.438648918807648
5740.95200697556 0.502860136859987
6074.75661476195 0.369061358539083
7911.22157952061 0.382344453791915
10424.6140838527 0.370072651054834
8639.28010251571 0.243210175639443
9433.73653742868 0.282552283670719
8269.02069790641 0.276862053883003
7770.03753353831 0.291228505755425
5203.94413570722 0.449838821822456
6976.65891232679 0.374036839047084
5763.28869630109 0.302014613676342
9316.13601735527 0.553314504954854
10244.3752542654 0.59294661346174
7569.71034513338 0.490898310805986
7502.6044947768 0.50142972454765
9568.30707621533 0.708608653201773
11528.9188613124 0.629988188858679
10749.9119000482 0.558028983847172
10252.9036795406 0.685005625441638
9389.65951422961 0.480662481132207
11105.7286681311 0.456755968738379
10220.4099432985 0.632642432985107
11355.1950050265 0.515858532198328
14586.2872991245 0.413211501476438
15711.7086164355 0.427063198809627
17500.8459325341 0.416857454385501
16147.6973559457 0.588558930889125
11470.1339016096 0.360943553041236
9634.64542713021 0.403939151799742
11097.0201933144 0.326156926554291
10080.9197990797 0.409856550435007
13167.495520454 0.320827248602275
14076.8266191892 0.26410105540576
13492.7785073776 0.312745511544122
12202.5654783663 0.298865573488017
12750.9099604322 0.329289810831822
9920.25257085465 0.300636166775419
7148.82148010022 0.293932833519989
7808.82853507101 0.289601984900246
8892.07420488924 0.325815582263537
9540.03121770175 0.367767102021159
11334.1898545716 0.361021687665983
13085.9790928306 0.659135605747828
11717.2931712917 0.71868926584193
14850.8259369221 0.524976372034143
18043.4627619092 0.731285494805727
15274.2120359134 0.552838230402642
19310.5464515524 0.589781808119847
12308.5561906164 0.414297862774731
10750.184799676 0.430044381041721
9872.12572746536 0.50698111259725
7643.8026599627 0.447039010749834
6755.42670304838 0.452772500515179
6005.08331304074 0.609006599253832
5725.7829117774 0.50830507956651
7452.37169895284 0.554556040447979
5502.28768442644 0.507513660647827
5724.43173714011 0.479780359547051
5054.34581409237 0.645516341756754
6519.80336960784 0.419516510093413
7505.11922809229 0.478533500547431
8514.78032516006 0.481690649356734
8922.0975413692 0.452878466729904
11241.5942989013 0.371667163020261
17607.3102029991 0.505524043198867
11690.3546531223 0.544590648004201
13707.1954025905 0.644646462202421
14039.4783704665 0.533857186565511
15519.5768287304 0.520248165878857
19061.2597947444 0.512944569774126
18207.1296526822 0.590873172950339
15813.775165519 0.574531921410713
15273.5624932622 0.559122677676572
13156.6839823364 0.605070745367978
10460.8604015347 0.536151613544928
10708.5701625086 0.521857564738721
9576.64752134729 0.353811737748307
8366.41026273582 0.355890505898475
5560.13045522077 0.534387427481005
5007.6200027718 0.565810728971443
6143.81595870617 0.42856811370136
6710.93472343944 0.436086319962785
7801.92153282946 0.355874582190267
7124.16159778805 0.337825956415543
7680.26563586027 0.308155263648396
6769.04544325049 0.286689349707033
7074.5232780775 0.375355183207135
8605.08572334163 0.47564628442472
8343.26943288887 0.428916125506775
6805.46171175589 0.573458479803391
6406.80322714818 0.391284491599193
5361.20395887362 0.50124609598782
6264.0100685768 0.506516140342161
7564.81585206362 0.395524632953822
9579.57696877633 0.283903992125207
9313.07403003155 0.311168297936602
11529.8168497539 0.340401800079859
9452.01587856962 0.35248841862575
10201.7652923719 0.321189287524233
10936.3813892301 0.24330632481081
9955.19409155449 0.252946888593093
10044.4594874012 0.262009000654132
11455.8409755995 0.373391588618322
10445.45351716 0.300251199751371
12032.8200805533 0.44585284073891
13999.6936971807 0.389673411370874
9330.16064352087 0.518994042489325
11044.6775029028 0.457219494214595
8684.3772222545 0.458182726325281
11128.0154351709 0.421910806564865
12656.7241460505 0.641338179131968
10200.3087728604 0.709623064335311
9788.13150828607 0.557181078016354
9046.35169690334 0.445879862132339
8031.9344410988 0.556530812171644
7513.02873030551 0.389511375557917
6763.57922666665 0.330768406906248
8796.12816415389 0.318246543368915
8752.63091337444 0.395262985976189
11980.5882360843 0.496960051639594
10361.8142617135 0.500065001837162
8796.28813520128 0.49817551009584
11701.449902833 0.429574900510353
12543.2802036345 0.353923727664646
12568.5363997408 0.453508372589615
17189.408933472 0.433642947263142
17533.3718620789 0.387839010915328
13552.6956656395 0.48256633509595
14083.1778689596 0.526657100970968
11753.8603984174 0.45579221857413
11950.7209932501 0.609495785405568
9825.18972438278 0.616021729597898
19819.2915548146 0.510414255231231
17920.6365168529 0.49803246241679
13613.3273703026 0.316558923836403
17471.8736620589 0.270649293092649
18578.9990781675 0.35167396066904
15009.1212214322 0.348356808919393
13686.8215977119 0.275306522909529
13739.3052075741 0.210061031587518
14551.9441143691 0.253152658523471
18079.0727318201 0.266437862555545
14335.2550470043 0.29015855661268
12983.2916375218 0.259381172962543
15894.9492761879 0.260991579038182
17183.5313877094 0.314073891430614
16824.6390300775 0.430235807741657
18538.9949812972 0.470523505654989
18419.8446362564 0.420541611941543
17926.0032939461 0.456532487377571
16725.2871150542 0.351821511784308
19523.7111420679 0.319224006624777
14854.1346664687 0.361913716420916
15627.4906830572 0.477739548499397
12631.9269478266 0.67348231983105
14105.2068848157 0.772400247087468
10781.7659113004 0.808600825916072
8323.11597605876 0.800571656612515
7786.55553696082 0.498753968063919
6070.5829764588 0.555234292091973
8327.85538538727 0.447093998146692
9444.70194114753 0.367951285003469
11324.6869737286 0.478516730786299
10502.1078563104 0.430808969795589
17583.0353894719 0.648949795957078
18227.0146866321 0.466959688659607
16901.4485197142 0.572176441497241
11195.2829988685 0.573069578051172
11495.0677467917 0.524597245810275
9225.20001213299 0.430482832189902
9148.87502163776 0.533710776093988
11034.6293241095 0.486898042121055
7255.90088275199 0.394364717898239
7614.32246858611 0.605008022877934
8783.34546184077 0.771708675128962
9357.25642967678 0.692308849135272
7255.22791371757 0.516824957649026
7177.43251541186 0.516877099263869
7586.73755910708 0.484101419830056
5896.35569073174 0.442898707368749
5519.5719496824 0.554783794678873
5794.43653542783 0.518197317671714
5665.37073143443 0.530476560478409
6641.4996182842 0.635077131495661
6408.74706771065 0.613601992745225
9776.42210127099 0.479652734126776
8441.97397608148 0.374515621875916
7463.153123684 0.34875418413678
7418.86897511392 0.286211475363643
8082.15380648845 0.308194866340414
8439.9011678769 0.311709541125935
10931.951176755 0.358556869904139
10140.2423706935 0.560650013184586
12476.5324770873 0.430133510513222
11151.8361414235 0.366106998427632
14799.1829467194 0.436096777619595
14072.3664349138 0.52081566883879
16295.2104516099 0.386744396704959
15238.2901015758 0.513601942606321
18767.9873691437 0.39456008893546
18692.4556998658 0.436703448398187
15298.5972202061 0.284907634830988
15355.5515445812 0.337909380381783
18151.6832877107 0.42606368535963
18788.4784554719 0.575707973247319
16261.2130559286 0.492898160945743
17335.7739629113 0.417870238764828
19314.4027639594 0.428814445053698
16250.0769373421 0.401244199812759
14915.4434101825 0.344016830027582
14856.6931408518 0.305311632852522
18263.7602936126 0.403780193884739
16334.0808419799 0.460138528424925
15058.2859159081 0.3716455586503
13397.9657275734 0.461193719958149
13519.4268861933 0.458613707155942
11564.706344611 0.617483886458444
13333.3773920936 0.761003464602614
12650.6818619564 0.890436416554297
12207.8176055553 0.609252579459702
17053.9019591414 0.642986058945312
13317.6209109162 0.71599714882785
11842.6864912963 0.503752882930767
18191.4730684824 0.668355351209933
15711.5457072994 0.713241841288911
14466.7233625418 0.729506567446224
14413.6301124101 0.66523803918643
11677.9470015291 0.635254153704211
11183.3788110391 0.677916664570978
11972.061110895 0.792671693888121
15163.665223215 0.623777523308822
17849.0448800079 0.600676580087033
16801.8813115159 0.651440033981116
18352.2076520442 0.607775158578388
14671.1405509372 0.502098025504281
7916.88796037118 0.482251727958088
7606.27543934814 0.603784318557966
7943.18132946637 0.398077345697892
7661.07002651967 0.34960673280157
6653.82682154313 0.39251562844319
6713.62951323447 0.441944231877337
7499.45022670268 0.415005702113222
5919.33214200231 0.520263279082854
5412.64902103851 0.514965606180785
5945.70952432462 0.494102951216568
7698.33230965211 0.518892098394551
11694.7578417652 0.461811323823443
10702.7604253418 0.719524326313403
9610.76477470785 0.687475816186869
9998.82749689383 0.733500891391816
11071.7664191845 0.672609040275464
14416.637318734 0.755138316044773
14626.8377909721 0.698839586267363
15112.6575345743 0.718428005500774
11996.8506025034 0.453142173758215
10661.0012553783 0.467311955099031
9563.20588281972 0.62168009049546
8544.48119548432 0.784008995777981
7868.59070219183 0.827726380093959
8155.97580505743 0.691718832452942
7496.87588828051 0.761366421400152
6317.70068772411 0.822029812826922
7949.9993795568 0.554712063177094
7472.08558308034 0.617407733621441
8335.26534356586 0.38182986026777
10462.4326454371 0.425918089517598
10337.4622044171 0.434093530371194
11433.4129833049 0.42847892493334
9681.20572066313 0.444118340178989
9172.1699773627 0.38623563308344
12847.2301718506 0.46635920595805
13643.1589387202 0.440990417201537
11058.3550081972 0.488501229720919
8621.28508173013 0.460463822563269
6797.16098986174 0.676128886486506
9494.53967014771 0.532404523792408
10591.9547759168 0.385912420888534
10215.0079832666 0.424071944819863
8162.0652865553 0.422637849935805
7039.18484201612 0.437992520666398
5018.1861830832 0.496374835181724
5051.04971406642 0.486041471108678
5852.240273966 0.398801112496111
6036.42541021171 0.510229442248342
5628.17673613053 0.499668957999688
5127.63593552628 0.493178619334967
7547.32573140882 0.39674916594511
6886.97995807237 0.617713535500499
7220.69903191181 0.554652481316313
9487.32239483645 0.682534725656589
11053.6822506872 0.478829667072563
6851.91058474378 0.39974114746367
5781.09936902104 0.619978753189814
5452.20183358566 0.669394086645814
5592.43848333199 0.592245534648404
6684.65447942243 0.508436413443396
7570.64290602426 0.707082199873721
8105.53622457088 0.500731407305197
5272.73962027767 0.527049660126746
9637.23339365412 0.481940168156984
8654.18923930872 0.491801966543247
8178.62633268066 0.474198674188492
7314.60214771917 0.329458280362329
5482.79600401 0.290080752536602
5222.76409475441 0.250603854162324
6632.04753742334 0.254904650828526
5805.14117953003 0.292562564470615
7594.09428491416 0.229483548883513
6658.9216728906 0.300537477553787
5105.76707349635 0.408709648067356
6514.69533198635 0.492226464969087
5262.86640649055 0.478224730370343
5645.36678745441 0.423428345480613
6274.67134861492 0.408247740529979
6129.86347848488 0.35934510802404
9917.02877385617 0.456968779649711
7912.52581849178 0.427899761733223
6114.02707680268 0.42306944719645
7696.62920993889 0.637788200672729
10799.785092309 0.50201890364132
9686.0842213178 0.534809174434152
9379.65073747106 0.426197772782387
6215.95086574672 0.459919492530464
6740.94423280361 0.383471648901788
7507.56428129827 0.585237133522517
5271.44779115329 0.594203225358454
5407.56433227993 0.667508458575517
5575.36236250366 0.46082611404519
6535.44427381383 0.338629311835622
6257.73953146869 0.296264417138034
8802.58276571413 0.304955208544275
10598.7410210834 0.282967082995396
13366.6981198926 0.321368415501946
15562.635379604 0.327854460539179
11662.8737071324 0.339197978991709
13841.8692877194 0.370865219095469
17364.2161926812 0.431974616389889
10824.009026608 0.524678912244039
8331.23271060995 0.338800423675852
5056.27684526536 0.581859956081242
6344.00879230573 0.459037259262062
8820.49776861523 0.479900322752892
10024.5486801046 0.45896781035585
11722.2897658458 0.591111341448
11572.4230109808 0.791968114931445
10050.205801053 0.680815277746223
9531.96122954811 0.758717160822209
10973.5921649084 0.765698959274614
11517.2531242656 0.789089620920696
11544.567756933 0.630285141614071
14366.1790432846 0.748467236896301
14690.0264516837 0.621890934296118
12274.0621736799 0.691462874312328
10109.8499968205 0.815833681615919
12013.1085151283 0.60816863207246
12589.6409094322 0.539871726822062
12054.6637647747 0.318205117763539
10140.0889956384 0.269930585284692
